Tipo_Fundo_Classe;CNPJ_Fundo_Classe;Data_Referencia;Versao;Data_Entrega;Nome_Fundo_Classe;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email
Classe;10.522.648/0001-81;2024-12-01;1;2025-03-31;DOVEL FUNDO DE INVESTIMENTO IMOBILIARIO;2021-03-19;INVESTIDOR QUALIFICADO;BRDOVLCTF006;66406.0074;N;N;Títulos e Valores Mobiliários;Lajes Corporativas;Ativa;Indeterminado;2045-03-19;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;10522648000181;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;10.869.155/0001-12;2024-12-01;1;2025-03-28;FII - FII PARQUE DOM PEDRO SHOPPING CENTER;2009-06-16;INVESTIDORES EM GERAL;BRPQDPCTF004;100561;N;N;Renda;Shoppings;Passiva;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;10.991.914/0001-15;2024-12-01;1;2025-03-27;FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA CEDAE;2010-03-01;INVESTIDORES EM GERAL;BRCXCECTF004;1712950;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;S;N;N;S;N;CAIXA ECONOMICA FEDERAL;00360305000104;Avenida Paulista;750;9º Andar;Cerqueira Cesar;São Paulo;SP;01310-908;(11)3572-4625;;;www.caixa.gov.br;geafi06@caixa.gov.br
Fundo;11.044.355/0001-07;2024-12-01;1;2025-03-21;STARX FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2010-09-22;INVESTIDORES EM GERAL;BRSTRXCTF006;1613559;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;18945670000146;Avenida Barbacena;1219;21º andar;Santo Agostinho;Belo Horizonte;MG;30190131;(31) 3614-5332;;;http://www.bancointer.com.br/inter-dtvm/;ri.fii@interdtvm.com.br
Classe;11.160.521/0001-22;2024-12-01;1;2025-03-28;PATRIA RECEBÍVEIS IMOBILIÁRIOS FII RESP LIMITADA;2009-12-22;INVESTIDORES EM GERAL;BRHGCRCTF000;15418106;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;BANCO GENIAL S.A.;45246410000155;PRAIA DE BOTAFOGO;228;Sala 907;BOTAFOGO;RIO DE JANEIRO;RJ;22.250-040;(21) 3923-3000;;;www.bancogenial.com;atendimentocvm.banco@genial.com.vc
Classe;11.179.118/0001-45;2024-12-01;1;2025-03-27;FII - FII ANHANGUERA EDUCACIONAL;2009-12-16;INVESTIDORES EM GERAL;BRFAEDCTF003;692377;N;N;Renda;Outros;Passiva;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;11.233.841/0001-65;2024-12-01;1;2025-03-31;REAL MINAS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2009-12-23;INVESTIDOR QUALIFICADO;BRRLMICTF007;1529229.79;S;N;Híbrido;Híbrido;Passiva;Indeterminado;;31/12;N;N;S;N;N;OLIVEIRA TRUST DTVM S.A.;36113876000191;Avenida das Américas;3.434;Bloco 7, Sala 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;(21) 3514-0099;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
Classe;11.260.134/0001-68;2024-12-01;1;2025-03-27;PÁTRIA PRIME OFFICES - FII RESPONSABILIDADE LIMITADA;2010-10-07;INVESTIDORES EM GERAL;BRHGPOCTF009;1753057;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;S;N;N;S;N;BANCO GENIAL S.A.;45246410000155;PRAIA DE BOTAFOGO,;228;SALA 907;BOTAFOGO;RIO DE JANEIRO;RJ;22.250-040;(21) 3923-3000;;;www.bancogenial.com;atendimentocvm.banco@genial.com.vc
Classe;11.268.335/0001-01;2024-12-01;1;2025-03-26;JPP FII;2012-01-02;INVESTIDOR PROFISSIONAL;BRJPPDCTF009;220.4949061;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;Dezembro;N;S;N;N;S;BEM DTVM LTDA;00066670000100;Núcleo Cidade de Deus;S/N;Prédio Prata - 4º Andar;Vl Yara;Osasco;SP;06029-900;(11) 3684-4522;;;www.bradescobemdtvm.com.br;bemdtvm@bradesco.com.br
Classe;11.274.415/0001-70;2024-12-01;1;2025-03-31;FII - FII MAX RETAIL;2010-04-20;INVESTIDORES EM GERAL;BRMAXRCTF009;1125655;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;11.281.322/0001-72;2024-12-01;1;2025-03-27;PRESIDENTE VARGAS FUNDO DE INVESTIMENTO IMOBILIÁRIO;2011-01-03;INVESTIDORES EM GERAL;BRPRSVCTF008;209120;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;S;N;N;S;N;HEDGE INVESTMENTS DTVM LTDA;07253654000176;AVENIDA BRIGADEIRO FARIA LIMA;3600;11º ANDAR, CJ 112, parte;ITAIM BIBI;SÃO PAULO;SP;04538-132;(11) 5412-5400;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br
Fundo;11.326.746/0001-06;2024-12-01;1;2025-03-25;TAG GR IV FUNDO DE INVESTIMENTO IMOBILIÁRIO;2012-09-19;INVESTIDOR QUALIFICADO;BRGRIVCTF008;17450;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;11326746000106;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Fundo;11.425.077/0001-20;2024-12-01;1;2025-05-14;MB FUNDO DE INVESTIMENTO IMOBILIÁRIO;2017-12-21;INVESTIDOR QUALIFICADO;0;44260.0990842;S;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;MERCANTIL DO BRASIL DISTRIBUIDORA S.A.TVM;17364795000110;RUA RIO DE JANEIRO;654;9º andar;Centro;Belo Horizonte;MG;30160912;(31)30576281;;(31)30576227;www.bancomercantil.com.br;mercantil.distribuidora@mercantil.com.br
Classe;11.602.654/0001-01;2024-12-01;1;2025-03-28;FII - FII CAMPUS FARIA LIMA;2010-06-08;INVESTIDORES EM GERAL;BRFCFLCTF009;3474010;N;N;Renda;Outros;Ativa;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;11.664.201/0001-00;2024-12-01;2;2025-03-31;FATOR VERITÀ FUNDO DE INVESTIMENTO IMOBOLIÁRIO - FII;2010-08-05;INVESTIDORES EM GERAL;BRVRTACTF008;15592424;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;BANCO FATOR S.A.;33644196000106;RUA DR. RENATO PAES DE BARROS;1017;12º andar;ITAIM BIBI;SÃO PAULO;SP;04530-001;55-(11)30499100;;;fator.com.br;fundosimobiliariosfator.com.br
Classe;11.728.688/0001-47;2024-12-01;1;2025-03-28;PATRIA LOG FII RESPONSABILIDADE LIMITADA;2010-05-03;INVESTIDORES EM GERAL;BRHGLGCTF004;33787575;N;N;Renda;Logística;Ativa;Indeterminado;;31/12;S;N;N;S;N;BANCO GENIAL S.A.;45246410000155;PRAIA DE BOTAFOGO;228;SALA 907;BOTAFOGO;RIO DE JANEIRO;RJ;22.250-040;(21) 3923-3000;;;www.bancogenial.com;atendimentocvm.banco@genial.com.vc
Classe;11.769.604/0001-13;2024-12-01;1;2025-03-28;GENERAL SHOPPING E OUTLETS BRASIL FII;2010-05-19;INVESTIDORES EM GERAL;BRGSFICTF009;96106666;N;N;Renda;Shoppings;Ativa;Indeterminado;;31/12;S;N;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;(11) 2197-4400;;;www.trusteedtvm.com.br;corporativodtvm@trusteedtvm.com.br
Classe;11.827.568/0001-05;2024-06-01;1;2024-08-02;INCENTIVO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2010-06-23;INVESTIDOR QUALIFICADO E PROFISSIONAL;BRINC1CTF005;37122134.490524;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;RJI CTVM LTDA;42066258000130;AVENIDA RIO BRANCO;138;4º ANDAR - SALA 402;CENTRO;RIO DE JANERIO;RJ;20040-002;21-3500-4514;;;www.rjicv.com.br;controladoria.fundos@rjicv.com.br
Classe;11.839.593/0001-09;2024-06-01;1;2024-09-27;BTG PACTUAL LOGISTICA FII;2010-08-06;INVESTIDORES EM GERAL;BRBTLGCTF000;43249151;N;N;Renda;Híbrido;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;11.945.604/0001-27;2024-06-01;1;2024-09-27;RB CAPITAL DESENVOLVIMENTO RESIDENCIAL II - FII;2010-09-27;INVESTIDOR QUALIFICADO;BRRBDSCTF006;126523;N;N;Desenvolvimento para Venda;Residencial;Ativa;Determinado;2024-12-31;30/06;S;N;N;S;N;OLIVEIRA TRUST DTVM S.A.;11945604000127;Avenida das Américas;3434;Bl. 07 Sala 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
Classe;12.005.956/0001-65;2024-06-01;1;2024-09-20;KINEA RENDA IMOBILIARIA FII;2010-08-11;INVESTIDORES EM GERAL;BRKNRICTF007;28244415;N;N;Renda;Híbrido;Ativa;Indeterminado;;30/06;S;N;N;S;N;INTRAG DISTR DE TITULOS E VALORES MOBILIARIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º andar;ITAIM BIBI;SÃO PAULO;SP;04538-132;55-(11)30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
Classe;12.323.955/0001-69;2024-12-01;1;2025-03-28;SABIÁ FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2010-12-09;INVESTIDOR QUALIFICADO;BRFSBICTF000;4826898.60041314;N;N;Títulos e Valores Mobiliários;Lajes Corporativas;Ativa;Indeterminado;;31/12;S;N;N;S;N;BANCO GENIAL S.A;45246410000155;PRAIA DE BOTAFOGO;228;SALA 907;BOTAFOGO;RIO DE JANEIRO;RJ;22250040;113206-8000;(21) 3293-3001;;WWW.BANCOGENIAL.COM;MIDDLEADM@GENIAL.COM.VC
Fundo;12.358.507/0001-09;2024-12-01;1;2025-03-25;EXITUS FII NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO - FIAGRO;2010-12-08;INVESTIDOR PROFISSIONAL;BREXTUCTF000;412686.01;S;S;Renda;Outros;Passiva;Indeterminado;;31/12;N;N;S;N;N;BANCO GENIAL S.A.;04246410000155;PR DE BOTAFOGO,;228;sala 907;Botafogo;Rio de Janeiro;RJ;22250-040;113206-8000;(21) 3500-3000;;WWW.BANCOGENIAL.COM;MIDDLEADM@GENIAL.COM.VC
Classe;12.401.858/0001-47;2024-12-01;1;2025-03-31;ATRIUM NACOES UNIDAS FII - FII;2012-08-15;INVESTIDOR QUALIFICADO;BRATRNCTF005;2626000;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;12.516.185/0001-70;2024-12-01;1;2025-03-31;VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO;2013-07-24;INVESTIDORES EM GERAL;BRVINOCTF001;82826295;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;12516185000170;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;12.681.340/0001-04;2024-12-01;1;2025-03-13;BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2011-06-13;INVESTIDORES EM GERAL;BRBBRCCTF004;1590000;N;N;Desenvolvimento para Renda;Outros;Passiva;Indeterminado;;31/12;S;N;N;S;N;TIVIO CAPITAL DTVM S.A.;12681340000104;Avenida Faria Lima;4300;7º andar;Vila Olímpia;São Paulo;SP;04538-132;(11) 5171-5359;;;www.tivio.com;ri@tivio.com
Classe;12.804.013/0001-00;2024-12-01;1;2025-03-26;FUNDO DE INVESTIMENTO IMOBILIÁRIO SC 401;2010-10-25;INVESTIDORES EM GERAL;BRFISCCTF008;1699996;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;S;N;N;S;N;BR-CAPITAL DTVM S.A.;44077014000189;RUA SURUBIM;577;10º ANDAR;CIDADE MONÇÕES;SÃO PAULO;SP;04571-050;(11) 5508-3500;;;www.brcapital.com.br;fundos@brcapital.com.br
Classe;12.809.972/0001-00;2024-12-01;1;2025-03-28;HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVEST IMOB;2011-03-23;INVESTIDORES EM GERAL;BRATSACTF000;1751141;N;N;Desenvolvimento para Renda;Shoppings;Passiva;Indeterminado;;31/12;S;N;N;S;N;HEDGE INVESTMENTS DTVM LTDA;07253654000176;AVENIDA BRIGADEIRO FARIA LIMA;3600;11º ANDAR, CJ 112, parte;ITAIM BIBI;SÃO PAULO;SP;04538-132;(11) 5412-5400;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br
Classe;12.811.222/0001-73;2024-12-01;1;2025-03-31;OAR - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2011-04-25;INVESTIDOR PROFISSIONAL;0;126402.29;S;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS AS;34829992000186;Av Faria Lima;2277;17º andar;Vila Olímpia;São Paulo;SP;01452000;35141300;;;www.reag.com.br;compliance@reag.com.br
Classe;12.887.506/0001-43;2024-12-01;1;2025-03-28;FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA SEQ LOGISTICA RENDA;2011-12-07;INVESTIDORES EM GERAL;BRCXTLCTF003;53597;N;N;Renda;Logística;Passiva;Indeterminado;;31/12;S;N;N;S;N;CAIXA ECONOMICA FEDERAL;00360305000104;Avenida Paulista;750;9º Andar;Bela Vista;São Paulo;SP;01310-908;(11)3572-4625;;;www.caixa.gov.br;geafi06@caixa.gov.br
Classe;12.927.767/0001-40;2024-12-01;1;2025-03-11;FUNDO DE INVESTIMENTO IMOBILIÁRIO DA REGIÃO DO PORTO;2011-03-30;INVESTIDOR QUALIFICADO;BRRPORCTF005;290922157.28;N;N;Híbrido;Híbrido;Ativa;Determinado;2026-03-30;31/12;N;N;S;N;N;CAIXA ECONÔMICA FEDERAL;00360305000104;AVENDIA PAULISTA;750;9º ANDAR;BELA VISTA;SÃO PAULO;SP;01310-908;(11) 2220 1848;;;www.caixa.gov.br;geafi06@caixa.gov.br
Classe;12.969.125/0001-03;2024-12-01;1;2025-03-25;FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA INCORPORAÇÃO;2012-05-31;INVESTIDOR PROFISSIONAL;BRINCPCTF008;467;N;N;Híbrido;Títulos e Val. Mob.;Ativa;Determinado;2028-12-30;31/12;N;S;N;N;S;CAIXA ECONÔMICA FEDERAL;00360305000104;AVENIDA PAULISTA;750;9º ANDAR;BELA VISTA;SÃO PAULO;SP;01310-908;(11) 2220 1848;;;www.caixa.gov.br;geafi06@caixa.gov.br
Classe;12.978.943/0001-72;2024-06-01;1;2024-09-18;PARQUE ANHANGUERA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2011-03-31;INVESTIDORES EM GERAL;BRPQAGCTF009;13991890;N;N;Desenvolvimento para Renda;Logística;Ativa;Indeterminado;;30/06;S;N;N;S;N;HEDGE INVESTMENTS DTVM LTDA;07253654000176;AVENIDA BRIGADEIRO FARIA LIMA;3600;11º ANDAR CJ 112;ITAIM BIBI;SÃO PAULO;SP;04538-132;(11) 5412-5400;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br
Classe;12.989.974/0001-29;2024-12-01;1;2025-03-11;CAIXA FUNDO DE INVESTIMENTO IMOBILIÁRIO PORTO MARAVILHA;2011-05-27;INVESTIDOR QUALIFICADO;BRPMRVCTF001;4735662339.00747;N;N;Híbrido;Híbrido;Ativa;Determinado;2064-11-25;31/12;N;S;N;N;S;CAIXA ECONÔMICA FEDERAL;00360305000104;AVENIDA PAULISTA;750;9º ANDAR;BELA VISTA;SÃO PAULO;SP;01310-908;(11) 2220 1848;;;www.caixa.gov.br;geafi06@caixa.gov.br
Classe;13.000.836/0001-38;2024-06-01;1;2024-09-02;OSASCO PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2018-03-01;INVESTIDOR QUALIFICADO;BRBRTYCTF000;23.97475522;N;N;Renda;Outros;Ativa;Indeterminado;;30/06;N;N;S;N;N;PLANNER CORRETORA DE VALORES S.A.;00806535000154;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2667;0800 179 444;(11) 2172-2600;www.planner.com.br;inforegulatorio@planner.com.br
Fundo;13.012.312/0001-67;2024-12-01;1;2025-03-28;SALUS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2011-03-17;INVESTIDOR QUALIFICADO;;253568.69310271;N;N;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;OSLO CAPITAL DTVM S.A;13673855000125;Rua Dr. Eduardo de Souza Aranha;153;4º andar;Vila Nova Conceição;São Paulo;SP;4543120;(11) 3513-3100;;;www.oslodtvm.com;admfundos@oslodtvm.com
Classe;13.020.465/0001-56;2024-12-01;1;2025-02-26;FII CAIXA DESENVOLVIMENTO IMOBILIÁRIO;2010-12-29;INVESTIDOR QUALIFICADO;BRCXDSCTF002;297.7;S;N;Híbrido;Híbrido;Ativa;Determinado;2026-06-30;31/12;N;S;N;N;S;CAIXA ECONÔMICA FEDERAL;00360305000104;AVENIDA PAULISTA;750;9º ANDAR;BELA VISTA;SÃO PAULO;SP;01310-908;(11) 2220 1848;;;www.caixa.gov.br;geafi06@caixa.gov.br
Classe;13.022.994/0001-99;2024-12-01;1;2025-03-31;FUNDO DE INVESTIMENTO IMOBILIÁRIO ELDORADO;2010-11-18;INVESTIDORES EM GERAL;BRELDOCTF002;787256;N;S;Renda;Shoppings;Passiva;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS - DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;CONJ 32 - BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
Classe;13.125.823/0001-95;2024-12-01;1;2025-03-25;PSG FUNDO DE INVESTIMENTO IMOBILIÁRIO;2014-11-26;INVESTIDOR QUALIFICADO;;1246.29489;N;N;Híbrido;Híbrido;Passiva;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13125823000195;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;13.320.290/0001-00;2024-12-01;1;2025-03-28;TERRA - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2011-06-30;INVESTIDOR QUALIFICADO;BRTRRFCTF005;142279.40866009;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13320290000100;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3133-0350;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;13.371.132/0001-71;2024-12-01;1;2025-03-31;JS REAL ESTATE MULTIGESTÃO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2011-06-06;INVESTIDORES EM GERAL;BRJSRECTF007;20767328;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;BANCO J SAFRA S.A;03017677000120;AV. PAULISTA;2150;;BELA VISTA;SÃO PAULO;SP;01311-300;0300 105 1234;0800 772 5755;;https://www.safra.com.br/sobre/safra-asset/js-real-estate.htm;SAFRA.ASSET@SAFRA.COM.BR
Classe;13.500.306/0001-59;2024-12-01;1;2025-03-31;FUNDO DE INVESTIMENTO IMOBILIÁRIO RB OPORTUNIDADES - FII;2011-04-08;INVESTIDORES EM GERAL;BRRBOPCTF009;101664;N;N;Renda;Outros;Ativa;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS - DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;CONJ 32 - BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
Classe;13.551.286/0001-45;2024-12-01;1;2025-03-31;FII CENESP;2011-07-19;INVESTIDORES EM GERAL;BRCNESCTF001;34134825;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3445;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;13.555.918/0001-49;2024-12-01;1;2025-01-29;AQUILLA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2011-03-11;INVESTIDOR QUALIFICADO E PROFISSIONAL;BRAQLLCTF008;145817.99700065;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;RJI CTVM LTDA;42066258000130;AVENIDA RIO BRANCO;138;4º ANDAR - SALA 402;CENTRO;RIO DE JANERIO;RJ;20040-002;21-3500-4514;;;www.rjicv.com.br;controladoria.fundos@rjicv.com.br
Classe;13.584.584/0001-31;2024-12-01;2;2025-03-31;BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FII-FII;2011-12-07;INVESTIDORES EM GERAL;BRCARECTF000;35769919;N;N;Títulos e Valores Mobiliários;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;(11) 2197-4400;;;www.trusteedtvm.com.br;corporativodtvm@trusteedtvm.com.br
Classe;13.598.226/0001-88;2024-12-01;1;2025-03-28;FUNDO DE INVESTIMENTO IMOBILIARIO DO ESTADO DE SÃO PAULO;2019-04-18;INVESTIDOR QUALIFICADO;BRFISPCTF000;461216.04599703;N;N;Híbrido;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;62285390000140;AVENIDA BRIGADEIRO FARIA LIMA;1355;5 ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;01452919;(11) 2827-3500;;;www.singulare.com.br;fii.adm@singulare.com.br
Classe;13.703.596/0001-38;2024-12-01;1;2025-03-31;TREVISO - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2012-08-07;INVESTIDOR QUALIFICADO;BRTREVCTF000;1064.38551926;N;N;Renda;Shoppings;Ativa;Indeterminado;;31/12;N;N;S;N;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;13703596000138;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;13.726.079/0001-84;2024-12-01;1;2025-03-31;SONDA - FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2011-08-14;INVESTIDOR QUALIFICADO;BRFNDACTF004;294595.3907579;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;22610500000188;Rua Gilberto Sabino;215;4º andar;Pinheiros;São Paulo;SP;5425020;11  30307177;;;www.vortx.com.br;regulatorio.funds@vortx.com.br
Classe;13.842.683/0001-76;2024-12-01;1;2025-03-26;VECTOR QUELUZ LAJES CORPORATIVAS FUNDO DE INVESTIMENTO IMOB;2012-11-14;INVESTIDOR QUALIFICADO;BRVLJSCTF004;26068.6439189;S;N;Títulos e Valores Mobiliários;Lajes Corporativas;Passiva;Indeterminado;;31/12;S;N;N;S;N;PLANNER CORRETORA DE VALORES S.A.;13842683000176;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;(11) 2172-2667;www.planner.com.br;inforegulatorio@planner.com.br
Fundo;13.873.457/0001-52;2024-12-01;1;2025-03-31;FUNDO INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA EDUCACIONAL;2011-12-08;INVESTIDORES EM GERAL;BRRBEDCTF006;2355022;N;N;Renda;Outros;Ativa;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS - DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;3º ANDAR, CONJUNTO 32;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;+55 (11) 3509-6500;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
