CNPJ_Fundo_Classe;Data_Referencia;Versao;Nome_Ativo;Objetivos;Montante_Investido;Origem_Recursos
17.098.794/0001-70;2024-12-01;1;PVBI11;Ganho para renda;2239514;Capital
17.098.794/0001-70;2024-12-01;1;TEPP11;Ganho para renda;2007884.86;Capital
17.098.794/0001-70;2024-12-01;1;TRBL11;Ganho para renda;2499909.84;Capital
17.156.502/0001-09;2024-12-01;1;24A2984294;Renda e retorno de capital;5717000;Recebimentos de amortização
17.156.502/0001-09;2024-12-01;1;23L1438568;Renda e retorno de capital;13544861.3;Recebimentos de amortização
17.156.502/0001-09;2024-12-01;1;23L1438691;Renda e retorno de capital;13230684.17;Recebimentos de amortização
17.156.502/0001-09;2024-12-01;1;15D0540147;Renda e retorno de capital;2105529.68;Recebimentos de amortização
17.156.502/0001-09;2024-12-01;1;23L1438691;Renda e retorno de capital;1220240.42;Recebimentos de amortização
17.156.502/0001-09;2024-12-01;1;23L1438568;Renda e retorno de capital;1244626.35;Recebimentos de amortização
17.156.502/0001-09;2024-12-01;1;21H1011071;Renda e retorno de capital;2992548.66;Recebimentos de amortização
17.156.502/0001-09;2024-12-01;1;21H0888186;Renda e retorno de capital;19670537.02;Recebimentos de amortização
17.156.502/0001-09;2024-12-01;1;24F1236375;Renda e retorno de capital;10825682.09;Recebimentos de amortização
17.156.502/0001-09;2024-12-01;1;24F1236375;Renda e retorno de capital;3600000;Recebimentos de amortização
17.156.502/0001-09;2024-12-01;1;22J0344571;Renda e retorno de capital;1195970.56;Recebimentos de amortização
17.156.502/0001-09;2024-12-01;1;21K0001812;Renda e retorno de capital;3762754.56;Recebimentos de amortização
17.156.502/0001-09;2024-12-01;1;24K1682338;Renda e retorno de capital;8920256.05;Recebimentos de amortização
17.156.502/0001-09;2024-12-01;1;22D0378281;Renda e retorno de capital;15009603.63;Recebimentos de amortização
17.156.502/0001-09;2024-12-01;1;LFT20280301;Renda e retorno de capital;632169.54;Recebimentos de amortização
17.156.502/0001-09;2024-12-01;1;LFT20300301;Renda e retorno de capital;5733791.47;Recebimentos de amortização
17.156.502/0001-09;2024-12-01;1;LFT20300601;Renda e retorno de capital;3074533.82;Recebimentos de amortização
17.156.502/0001-09;2024-12-01;1;LFT20280901;Renda e retorno de capital;3857137.84;Recebimentos de amortização
17.156.502/0001-09;2024-12-01;1;LFT20290301;Renda e retorno de capital;1682717.76;Recebimentos de amortização
17.156.502/0001-09;2024-12-01;1;LFT20290301;Renda e retorno de capital;44425.17;Recebimentos de amortização
17.156.502/0001-09;2024-12-01;1;LFT20300601;Renda e retorno de capital;2879301.94;Recebimentos de amortização
17.156.502/0001-09;2024-12-01;1;LFT20270301;Renda e retorno de capital;2043050.38;Recebimentos de amortização
17.156.502/0001-09;2024-12-01;1;LFT20280901;Renda e retorno de capital;4455951.37;Recebimentos de amortização
17.156.502/0001-09;2024-12-01;1;LFT20290901;Renda e retorno de capital;4993378.41;Recebimentos de amortização
17.156.502/0001-09;2024-12-01;1;LFT20300901;Renda e retorno de capital;6387658.79;Recebimentos de amortização
17.156.502/0001-09;2024-12-01;1;LFT20300601;Renda e retorno de capital;10035368.24;Recebimentos de amortização
17.156.502/0001-09;2024-12-01;1;LFT20270901;Renda e retorno de capital;5655446.95;Recebimentos de amortização
17.156.502/0001-09;2024-12-01;1;LFT20300901;Renda e retorno de capital;1781587.66;Recebimentos de amortização
17.156.502/0001-09;2024-12-01;1;LFT20280301;Renda e retorno de capital;3021992.46;Recebimentos de amortização
17.156.502/0001-09;2024-12-01;1;LFT20280301;Renda e retorno de capital;15533003.32;Recebimentos de amortização
17.216.625/0001-98;2024-06-01;1;Títulos Públicos;Ativo de liquidez;330377264.33;Patrimonio Liquido do Fundo
17.311.079/0001-74;2024-12-01;1;Não houve aquisição de imoveis no período;Não houve aquisição de imoveis no período;0;nenhuma
17.324.357/0001-28;2024-12-01;1;COTAS DE FII - CNES11;AQUISIÇÃO DE ATIVOS IMOBILIÁRIOS CONFORME POLÍTICAS DE INVESTIMENTOS;1613930.06;CAIXA DO FUNDO
17.324.357/0001-28;2024-12-01;1;COTAS DE FII - INLG11;AQUISIÇÃO DE ATIVOS IMOBILIÁRIOS CONFORME POLÍTICAS DE INVESTIMENTOS;2130615.95;CAIXA DO FUNDO
17.324.357/0001-28;2024-12-01;1;COTAS DE FII - KNCR13;AQUISIÇÃO DE ATIVOS IMOBILIÁRIOS CONFORME POLÍTICAS DE INVESTIMENTOS;4408192.16;CAIXA DO FUNDO
17.324.357/0001-28;2024-12-01;1;COTAS DE FII - RVBI11;AQUISIÇÃO DE ATIVOS IMOBILIÁRIOS CONFORME POLÍTICAS DE INVESTIMENTOS;1614799.55;CAIXA DO FUNDO
17.329.029/0001-14;2024-12-01;1;FII LOFT II CI;Renda;135742.8;Capital
17.329.029/0001-14;2024-12-01;1;FII RIOB VA CI;Renda;14478342;Capital
17.329.029/0001-14;2024-12-01;1;FII KINEA SCCI  ES;Renda;4244492.7;Capital
17.329.029/0001-14;2024-12-01;1;FII VERS CRICI;Renda;713916.68;Capital
17.329.029/0001-14;2024-12-01;1;FII CX RBRA2CI;Renda;3303799.11;Capital
17.329.029/0001-14;2024-12-01;1;FII RBRALPHACI;Renda;896000;Capital
17.329.029/0001-14;2024-12-01;1;BTHF11;Renda;4919456.1;Capital
17.329.029/0001-14;2024-12-01;1;FII RBR PCRICI;Renda;6991804.37;Capital
17.329.029/0001-14;2024-12-01;1;FII ASA MET CI;Renda;2243940.3;Capital
17.329.029/0001-14;2024-12-01;1;FII RIOB RR CI  ES;Renda;2034670;Capital
17.329.029/0001-14;2024-12-01;1;FII KINEA UNCI;Renda;10829302.64;Capital
17.329.029/0001-14;2024-12-01;1;FII VINCI SCCI;Renda;9040362.52;Capital
17.329.029/0001-14;2024-12-01;1;FII RIOB RC CI;Renda;14959405.24;Capital
17.329.029/0001-14;2024-12-01;1;FII VINCI IUCI;Renda;2663410.4;Capital
17.329.029/0001-14;2024-12-01;1;FII KINEA RICI;Renda;1013730.57;Capital
17.329.029/0001-14;2024-12-01;1;FII XP INDL CI;Renda;1917297.48;Capital
17.329.029/0001-14;2024-12-01;1;FII RB YIELDCI  ES;Renda;246000;Capital
17.329.029/0001-14;2024-12-01;1;FII SDI LOG CI;Renda;4613246.4;Capital
17.329.029/0001-14;2024-12-01;1;FII VINCI LGCI;Renda;8327448.8;Capital
17.329.029/0001-14;2024-12-01;1;FII XP LOG  CI;Renda;9413011.2;Capital
17.329.029/0001-14;2024-12-01;1;FII BTLG    CI  ER;Renda;17487432.04;Capital
17.329.029/0001-14;2024-12-01;1;FII CENESP  CI  ER;Renda;177215.5;Capital
17.329.029/0001-14;2024-12-01;1;FII RIOB ED CI;Renda;8225178.99;Capital
17.329.029/0001-14;2024-12-01;1;FII RBCRI IVCI;Renda;394740.2;Capital
17.329.029/0001-14;2024-12-01;1;FII OURI JPPCI;Renda;3529282;Capital
17.329.029/0001-14;2024-12-01;1;FII VBI REITCI;Renda;598984.4;Capital
17.329.029/0001-14;2024-12-01;1;FII IRIDIUM CI;Renda;1856789.22;Capital
17.329.029/0001-14;2024-12-01;1;FII VALOR HECI;Renda;1376065.32;Capital
17.329.029/0001-14;2024-12-01;1;FII CAPI SECCI;Renda;6911208.7;Capital
17.329.029/0001-14;2024-12-01;1;FII XP CRED CI;Renda;2073115.84;Capital
17.329.029/0001-14;2024-12-01;1;FII VBI PRI CI;Renda;795890.35;Capital
17.329.029/0001-14;2024-12-01;1;FII BC FUND CI;Renda;6134505.36;Capital
17.329.029/0001-14;2024-12-01;1;FII VALREIIICI;Renda;1158555.9;Capital
17.329.029/0001-14;2024-12-01;1;FII TG ATIVOCI;Renda;2178202.59;Capital
17.329.029/0001-14;2024-12-01;1;FII XP MALLSCI  ER;Renda;12133153.42;Capital
17.329.029/0001-14;2024-12-01;1;FII LEGATUS CI;Renda;14888500;Capital
17.329.029/0001-14;2024-12-01;1;FII VBI CRI CI;Renda;5722584;Capital
17.329.029/0001-14;2024-12-01;1;FII GUARDIANCI;Renda;5247891.5;Capital
17.329.029/0001-14;2024-12-01;1;FII MAXI RENCI;Renda;9053743.76;Capital
17.329.029/0001-14;2024-12-01;1;FII JS REAL CI;Renda;2983467.42;Capital
17.329.029/0001-14;2024-12-01;1;FII CX RBRAVCI;Renda;1780565.6;Capital
17.329.029/0001-14;2024-12-01;1;FII KINEA HYCI;Renda;3685161.48;Capital
17.329.029/0001-14;2024-12-01;1;FII BRESCO  CI;Renda;2893252.32;Capital
17.374.696/0001-19;2024-12-01;1;REAG Referenciado DI Cash FIRF;Aplicação do dinheiro em caixa;4500000;Money Market FIM
17.554.274/0001-25;2024-12-01;1;FII V PARQUE - FVPQ11;Beneficios futuros;4842056.53;Recursos próprios / emissão de cotas
17.554.274/0001-25;2024-12-01;1;EQI RECEBIVEIS - EQIR11;Beneficios futuros;960798.2;Recursos próprios / emissão de cotas
17.554.274/0001-25;2024-12-01;1;CARIOCA SHOP;Beneficios futuros;80314214;Recursos próprios / emissão de cotas
17.554.274/0001-25;2024-12-01;1;PLAZA SUL;Beneficios futuros;31702643.54;Recursos próprios / emissão de cotas
17.554.274/0001-25;2024-12-01;1;SÃO LUIS;Beneficios futuros;21158765;Recursos próprios / emissão de cotas
17.554.274/0001-25;2024-12-01;1;SHOP BANGU;Beneficios futuros;95175263.39;Recursos próprios / emissão de cotas
17.554.274/0001-25;2024-12-01;1;SHOP NATAL;Beneficios futuros;133110053.43;Recursos próprios / emissão de cotas
17.554.274/0001-25;2024-12-01;1;VILLAGIO CAXIAS;Beneficios futuros;44245158;Recursos próprios / emissão de cotas
17.655.102/0001-48;2024-12-01;1;EZIO EMPREENDIMENTOS LTDA;Beneficios futuros;1000;Capital
17.655.102/0001-48;2024-12-01;1;ASTER EMPREEND LTDA.;Beneficios futuros;1000;Capital
17.655.102/0001-48;2024-12-01;1;ELLIOT EMPREEND LTDA;Beneficios futuros;20064807.6;Capital
17.870.926/0001-30;2024-12-01;1;CPTS11;Renda e Ganho de Capital;745.20;Disponibilidade de recursos em caixa
17.870.926/0001-30;2024-12-01;1;KNIP11;Renda e Ganho de Capital;518843.74;Disponibilidade de recursos em caixa
17.870.926/0001-30;2024-12-01;1;KNSC11;Renda e Ganho de Capital;2721662.46;Disponibilidade de recursos em caixa
17.870.926/0001-30;2024-12-01;1;KNUQ11;Renda e Ganho de Capital;2204221.07;Disponibilidade de recursos em caixa
17.870.926/0001-30;2024-12-01;1;RBRY11;Renda e Ganho de Capital;2249058.95;Disponibilidade de recursos em caixa
17.870.926/0001-30;2024-12-01;1;VGIR11;Renda e Ganho de Capital;3448597.16;Disponibilidade de recursos em caixa
18.085.673/0001-57;2024-12-01;1;CRI 23I1270600;Lucro na Venda;3013590.18;Capital
18.085.673/0001-57;2024-12-01;1;CRI 23K2257431;Lucro na Venda;2389907.70;Capital
18.085.673/0001-57;2024-12-01;1;CRI 24A1711223;Lucro na Venda;1895000.00;Capital
18.085.673/0001-57;2024-12-01;1;CRI 24B1573243;Lucro na Venda;4000000.00;Capital
18.085.673/0001-57;2024-12-01;1;CRI 24F2418658;Lucro na Venda;6975328.03;Capital
18.085.673/0001-57;2024-12-01;1;CRI 24G1895078;Lucro na Venda;5006444.09;Capital
18.085.673/0001-57;2024-12-01;1;CRI 24I1419236;Lucro na Venda;2999999.64;Capital
18.085.673/0001-57;2024-12-01;1;CRI 24J5057179;Lucro na Venda;5302590.31;Capital
18.308.516/0001-63;2024-12-01;1;Pullman Ibirapuera;Renda;190000000.00;Capital
18.308.516/0001-63;2024-12-01;1;Ibis Expo Barra Funda;Renda;75000000.00;Capital
18.308.516/0001-63;2024-12-01;1;Ibis Budget Paraiso;Renda;4956879.61;Capital
18.308.516/0001-63;2024-12-01;1;Ibis Budget Blumenau;Renda;5320000.00;Capital
18.308.516/0001-63;2024-12-01;1;Ibis Budget Curitiba Aero;Renda;360000.00;Capital
18.308.516/0001-63;2024-12-01;1;Ibis Budget Curitiba;Renda;8242871.00;Capital
18.308.516/0001-63;2024-12-01;1;Ibis Budget Foz do Iguacu;Renda;600000.00;Capital
18.308.516/0001-63;2024-12-01;1;Ibis Canoas;Renda;141635.97;Capital
18.308.516/0001-63;2024-12-01;1;Ibis Chapeco;Renda;3235000.00;Capital
18.308.516/0001-63;2024-12-01;1;Ibis Londrina;Renda;116875.26;Capital
18.308.516/0001-63;2024-12-01;1;Ibis POA Assis Brasil;Renda;25000000.00;Capital
18.308.516/0001-63;2024-12-01;1;Ibis Styles POA Centro;Renda;6820000.00;Capital
18.308.516/0001-63;2024-12-01;1;Novotel Curitiba Batel;Renda;10000000.00;Capital
18.308.516/0001-63;2024-12-01;1;Novotel POA Aeroporto;Renda;400000.00;Capital
18.369.510/0001-04;2024-06-01;1;MAM ZC TESOURO SELIC FI RF;Gestão de Liquidez do Fundo;935239.81;Fluxo de Caixa
18.730.914/0001-73;2024-06-01;1;MAM ZC TESOURO SELIC FI RF;Gestão de Liquidez do Fundo;2220876.33;Fluxo de Caixa
18.730.914/0001-73;2024-06-01;1;FII INFRA REAL ESTATE FII;Investimento de Longo Prazo;19914048.7;Fluxo de Caixa
18.874.965/0001-79;2024-12-01;1;N/A;N/A;N/A;N/A
18.950.957/0001-64;2024-12-01;1;Band Lote 36;Loja varejo;325583.88;Permuta
18.950.957/0001-64;2024-12-01;1;Band Lote 39;Loja varejo;325583.88;Permuta
18.950.957/0001-64;2024-12-01;1;Band Lote 43;Loja varejo;325583.88;Permuta
18.950.957/0001-64;2024-12-01;1;Band Lote 44;Loja varejo;325583.87;Permuta
18.950.957/0001-64;2024-12-01;1;Sumaré - SP;Loja varejo;31300130.4;Aplicação cotista e disponibilidade do Fundo
18.979.895/0001-13;2024-06-01;1;FUNDO DE INVESTIMENTO IMOBILIARIO VIA PARQUE SHOPPING - FII;Lucro na Venda;391876.14;Capital
18.979.895/0001-13;2024-06-01;1;JS REAL ESTATE FII;Lucro na Venda;1029605.00;Capital
18.979.895/0001-13;2024-06-01;1;BTG PACTUAL CORPORATE OFFICE FUND FII;Lucro na Venda;1770685.00;Capital
18.979.895/0001-13;2024-06-01;1;CENESP FII;Lucro na Venda;117948.00;Capital
18.979.895/0001-13;2024-06-01;1;CEO CYRELA COMMERCIAL PROPERTIES FII;Lucro na Venda;33749.96;Capital
18.979.895/0001-13;2024-06-01;1;CASTELLO BRANCO OFFICE PARK - FUNDO DE INVESTIMENTO IMOBILIARIO - RESPONSABILIDADE LIMITADA;Lucro na Venda;90230.00;Capital
18.979.895/0001-13;2024-06-01;1;GENERAL SHOPP FII;Lucro na Venda;1030156.04;Capital
18.979.895/0001-13;2024-06-01;1;GENAL MALLS FII;Lucro na Venda;71622784.27;Capital
18.979.895/0001-13;2024-06-01;1;FII RBR PROPERTIES;Lucro na Venda;5915642.12;Capital
18.979.895/0001-13;2024-06-01;1;RB CAPITAL DESENVOLVIMENTO RESIDENCIAL III FUNDO DE INVESTIMENTO IMOBILIARIO - FII;Lucro na Venda;1055540.00;Capital
18.979.895/0001-13;2024-06-01;1;FII IMOB RIO BRA REN;Lucro na Venda;14189164.11;Capital
18.979.895/0001-13;2024-06-01;1;FII RBR LOG;Lucro na Venda;821051.07;Capital
18.979.895/0001-13;2024-06-01;1;HEDGE SHOPPING PARQUE DOM PEDRO FUNDO DE INVESTIMENTO IMOBILIARIO;Lucro na Venda;10310624.73;Capital
18.979.895/0001-13;2024-06-01;1;NAVI IMOBILIÁRIO TOTAL RETURN FII;Lucro na Venda;5775622.01;Capital
18.979.895/0001-13;2024-06-01;1;CAPITANIA REIT FOF FII;Lucro na Venda;877325.40;Capital
18.979.895/0001-13;2024-06-01;1;FUNDO DE INVESTIMENTO IMOBILIARIO HBC RENDA URBANA;Lucro na Venda;131751772.09;Capital
18.979.895/0001-13;2024-06-01;1;AJ Malls Fundo de Investimento Imobiliario;Lucro na Venda;29030067.43;Capital
18.979.895/0001-13;2024-06-01;1;Capitania Agro Strategies Fiagro;Lucro na Venda;8023386.97;Capital
18.979.895/0001-13;2024-06-01;1;FII TG ATIVO REAL;Lucro na Venda;2999993.60;Capital
18.979.895/0001-13;2024-06-01;1;V2 RECEBIVEIS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILIARIO;Lucro na Venda;283003.53;Capital
18.979.895/0001-13;2024-06-01;1;GAZIT MALLS  FII;Lucro na Venda;1876366.25;Capital
18.979.895/0001-13;2024-06-01;1;RBR ALPHA PLUS MULTI REAL ESTATE FII;Lucro na Venda;3677940.00;Capital
18.979.895/0001-13;2024-06-01;1;BB FUNDO DE INVESTIMENTO DE CREDITO FIAGRO-IMOBILIARIO;Lucro na Venda;16594.96;Capital
18.979.895/0001-13;2024-06-01;1;CYRELA LOGISTICO FII;Lucro na Venda;100.00;Capital
18.979.895/0001-13;2024-06-01;1;V2 RENDA IMOBILIÁRIA FII;Lucro na Venda;2999.70;Capital
18.979.895/0001-13;2024-06-01;1;FOF JHSF CAPITAL FII;Lucro na Venda;36167371.85;Capital
18.979.895/0001-13;2024-06-01;1;CAPITANIA LOG FII FII;Lucro na Venda;37998376.82;Capital
18.979.895/0001-13;2024-06-01;1;VALORA RENDA IMOBILIARIA FUNDO DE  INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA;Lucro na Venda;4897863.87;Capital
18.979.895/0001-13;2024-06-01;1;RBR DESEN COM I FII;Lucro na Venda;1500046.19;Capital
18.979.895/0001-13;2024-06-01;1;VINCI OPORT FII;Lucro na Venda;1498224.21;Capital
18.979.895/0001-13;2024-06-01;1;CRI 13F0056986;Lucro na Venda;41310036.21;Capital
18.979.895/0001-13;2024-06-01;1;CRI 20E0031084;Lucro na Venda;90604.08;Capital
18.979.895/0001-13;2024-06-01;1;CRI 20G0703083;Lucro na Venda;424091.08;Capital
18.979.895/0001-13;2024-06-01;1;CRI 20L0456514;Lucro na Venda;110775180.39;Capital
18.979.895/0001-13;2024-06-01;1;CRI 20L0456719;Lucro na Venda;144884793.83;Capital
18.979.895/0001-13;2024-06-01;1;CRI 20L0687041;Lucro na Venda;835638.60;Capital
18.979.895/0001-13;2024-06-01;1;CRI 21D0779652;Lucro na Venda;6274410.42;Capital
18.979.895/0001-13;2024-06-01;1;CRI 21F0097247;Lucro na Venda;586967252.45;Capital
18.979.895/0001-13;2024-06-01;1;CRI 21F0097589;Lucro na Venda;1394633146.77;Capital
18.979.895/0001-13;2024-06-01;1;CRI 22B0914263;Lucro na Venda;8898195.70;Capital
18.979.895/0001-13;2024-06-01;1;CRI 22I0868989;Lucro na Venda;29507200.74;Capital
18.979.895/0001-13;2024-06-01;1;CRI 22K1362572;Lucro na Venda;26793476.81;Capital
18.979.895/0001-13;2024-06-01;1;CRI 23E1226516;Lucro na Venda;400493118.32;Capital
18.979.895/0001-13;2024-06-01;1;CRI 23I1257019;Lucro na Venda;11510643.63;Capital
18.979.895/0001-13;2024-06-01;1;CRI 23I1696564;Lucro na Venda;99958128.04;Capital
18.979.895/0001-13;2024-06-01;1;CRI 23L0012204;Lucro na Venda;23427227.02;Capital
18.979.895/0001-13;2024-06-01;1;CRI 24B1404723;Lucro na Venda;69256087.33;Capital
18.979.895/0001-13;2024-06-01;1;CRI 24B1427981;Lucro na Venda;30235081.25;Capital
18.979.895/0001-13;2024-06-01;1;CRI 24B1669805;Lucro na Venda;1083417606.23;Capital
18.979.895/0001-13;2024-06-01;1;CRI 24C1526928;Lucro na Venda;30000000.00;Capital
18.979.895/0001-13;2024-06-01;1;CRI 24E1318751;Lucro na Venda;20359200.00;Capital
18.979.895/0001-13;2024-06-01;1;CRI 24E1509888;Lucro na Venda;62769000.00;Capital
19.249.989/0001-08;2024-06-01;1;RB III HOLDING LTDA;A holding tem por objetivo a administração direta ou indireta de empreendimentos imobiliários residenciais;0;Oferta inicial do fundo
19.872.887/0001-36;2024-06-01;1;Imovel Vila Mascote - Escola;Renda;11000000.00;Capital
19.872.996/0001-53;2024-12-01;1;Passeio Paulista;Renda ou Apreciação de Capital no Longo Prazo.;638329000;INTEGRALIZAÇÃO DE COTISTAS
20.216.935/0001-17;2024-12-01;1;BBIG11;Renda e Ganho de Capital;4154351.23;Disponibilidade de recursos em caixa
20.216.935/0001-17;2024-12-01;1;BRCO11;Renda e Ganho de Capital;3048912.01;Disponibilidade de recursos em caixa
20.216.935/0001-17;2024-12-01;1;BTCI11;Renda e Ganho de Capital;8117883.05;Disponibilidade de recursos em caixa
20.216.935/0001-17;2024-12-01;1;BTLG11;Renda e Ganho de Capital;18269637.74;Disponibilidade de recursos em caixa
20.216.935/0001-17;2024-12-01;1;CLIN11;Renda e Ganho de Capital;785553.67;Disponibilidade de recursos em caixa
20.216.935/0001-17;2024-12-01;1;CNES11;Renda e Ganho de Capital;1332499.50;Disponibilidade de recursos em caixa
20.216.935/0001-17;2024-12-01;1;CPSH11;Renda e Ganho de Capital;6999389.43;Disponibilidade de recursos em caixa
20.216.935/0001-17;2024-12-01;1;CPTS11;Renda e Ganho de Capital;773049.77;Disponibilidade de recursos em caixa
20.216.935/0001-17;2024-12-01;1;CVBI11;Renda e Ganho de Capital;1612669.55;Disponibilidade de recursos em caixa
20.216.935/0001-17;2024-12-01;1;FCFL11;Renda e Ganho de Capital;89837.21;Disponibilidade de recursos em caixa
20.216.935/0001-17;2024-12-01;1;HGBS11;Renda e Ganho de Capital;9423902.08;Disponibilidade de recursos em caixa
20.216.935/0001-17;2024-12-01;1;HGCR11;Renda e Ganho de Capital;11366741.88;Disponibilidade de recursos em caixa
20.216.935/0001-17;2024-12-01;1;HGPO11;Renda e Ganho de Capital;1336201.53;Disponibilidade de recursos em caixa
20.216.935/0001-17;2024-12-01;1;HGRU11;Renda e Ganho de Capital;7066529.36;Disponibilidade de recursos em caixa
20.216.935/0001-17;2024-12-01;1;HSML11;Renda e Ganho de Capital;4131543.89;Disponibilidade de recursos em caixa
20.216.935/0001-17;2024-12-01;1;INLG11;Renda e Ganho de Capital;7335400.00;Disponibilidade de recursos em caixa
20.216.935/0001-17;2024-12-01;1;JSRE11;Renda e Ganho de Capital;1271486.82;Disponibilidade de recursos em caixa
20.216.935/0001-17;2024-12-01;1;KNCR11;Renda e Ganho de Capital;46601237.23;Disponibilidade de recursos em caixa
20.216.935/0001-17;2024-12-01;1;KNHY11;Renda e Ganho de Capital;9779563.27;Disponibilidade de recursos em caixa
20.216.935/0001-17;2024-12-01;1;KNIP11;Renda e Ganho de Capital;5179801.22;Disponibilidade de recursos em caixa
20.216.935/0001-17;2024-12-01;1;KNRI11;Renda e Ganho de Capital;2053820.14;Disponibilidade de recursos em caixa
20.216.935/0001-17;2024-12-01;1;KNSC11;Renda e Ganho de Capital;11062860.86;Disponibilidade de recursos em caixa
20.216.935/0001-17;2024-12-01;1;KNUQ11;Renda e Ganho de Capital;11183522.17;Disponibilidade de recursos em caixa
20.216.935/0001-17;2024-12-01;1;LVBI11;Renda e Ganho de Capital;3422743.30;Disponibilidade de recursos em caixa
20.216.935/0001-17;2024-12-01;1;MCCI11;Renda e Ganho de Capital;7123971.21;Disponibilidade de recursos em caixa
20.216.935/0001-17;2024-12-01;1;PVBI11;Renda e Ganho de Capital;3554614.34;Disponibilidade de recursos em caixa
20.216.935/0001-17;2024-12-01;1;RBRF11;Renda e Ganho de Capital;2433196.98;Disponibilidade de recursos em caixa
20.216.935/0001-17;2024-12-01;1;RBRP11;Renda e Ganho de Capital;782870.30;Disponibilidade de recursos em caixa
