CNPJ_Fundo_Classe;Data_Referencia;Versao;Nome_Diretor_Representante;Funcao;Nome_Empresa;Periodo;Cargo_Funcao;Atividade_Principal
12.887.506/0001-43;2024-12-01;1;Ricardo Troes;Diretor Responsável pelo FII;CAIXA ECONÔMICA FEDERAL;OUT 2019 a SET 2021;Gerente Nacional de Administração FIduciárias;Instituição Financeira
12.887.506/0001-43;2024-12-01;1;Ricardo Troes;Diretor Responsável pelo FII;CAIXA ECONÔMICA FEDERAL;SET 2021 a MAI 2023;Superintendente Nacional de Riscos, Compliance e Governanças;Instituição Financeira
12.887.506/0001-43;2024-12-01;1;Ricardo Troes;Diretor Responsável pelo FII;CAIXA ECONÔMICA FEDERAL;MAI/23 até o momento;Diretor Executivo responsável pela Diretoria de Administração Fiduciária e Serviços Qualificados da Vice-Presidência Fundos de Investimento;Instituição Financeira
12.927.767/0001-40;2024-12-01;1;RICARDO TROES;Diretor Responsável pelo FII;CAIXA ECONÔMICA FEDERAL;JUN/23 ATÉ O MOMENTO;DIRETOR DE ADMINISTRAÇÃO FIDUCIÁRIA E SERVIÇOS QUALIFICADOS;BANCO MÚLTIPLO COM CATEIRA MÚLTIPLA
12.927.767/0001-40;2024-12-01;1;RICARDO TROES;Diretor Responsável pelo FII;CAIXA ECONÔMICA FEDERAL;OUT/19 A SET/21;GERENTE NACIONAL DE ADMINISTRAÇÃO FIDUCIÁRIA;BANCO MÚLTIPLO COM CATEIRA MÚLTIPLA
12.927.767/0001-40;2024-12-01;1;RICARDO TROES;Diretor Responsável pelo FII;CAIXA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S/A;SET/21 A JUN/23;SUPERINTENDENTE NACIONAL DE RISCOS, COMPLIANCE E GOVERNANÇAS;GESTÃO DE TÍTULOS E VALORES MOBILIÁRIOS
12.969.125/0001-03;2024-12-01;1;RICARDO TROES;Diretor Responsável pelo FII;CAIXA ECONÔMICA FEDERAL;OUT/19 A SET/21;GERENTE NACIONAL DE ADMINISTRAÇÃO FIDUCIÁRIA;BANCO MÚLTIPLO COM CARTEIRA MÚLTIPLA
12.969.125/0001-03;2024-12-01;1;RICARDO TROES;Diretor Responsável pelo FII;CAIXA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S/A;SET/21 A JUN/23;SUPERINTENDENTE NACIONAL DE RISCOS, COMPLIANCE E GOVERNANÇAS;GESTÃO DE TÍTULOS E VALORES MOBILIÁRIOS
12.969.125/0001-03;2024-12-01;1;RICARDO TROES;Diretor Responsável pelo FII;CAIXA ECONÔMICA FEDERAL;JUN/23 ATÉ O MOMENTO;DIRETOR DE ADMINISTRAÇÃO FIDUCIÁRIA E SERVIÇOS QUALIFICADOS;BANCO MÚLTIPLO COM CARTEIRA MÚLTIPLA
12.978.943/0001-72;2024-06-01;1;Maria Cecilia Carrazedo de Andrade;Diretor Responsável pelo FII;Hedge Investments Distribuidora de Títulos e Valores Mobiliários Ltda.;Fevereiro/2017 até a presente data;Sócia e Diretora;Instituição Financeira
12.978.943/0001-72;2024-06-01;1;Maria Cecilia Carrazedo de Andrade;Diretor Responsável pelo FII;Credit Suisse Hedging-Griffo Corretora de Valores S/A.;Outubro/2006 a fevereiro/2017;Vice Presidente - Real Estate;Instituição Financeira
12.989.974/0001-29;2024-12-01;1;RICARDO TROES;Diretor Responsável pelo FII;CAIXA ECONÔMICA FEDERAL;JUN/23 ATÉ O MOMENTO;DIRETOR DE ADMINISTRAÇÃO FIDUCIÁRIA E SERVIÇOS QUALIFICADOS;BANCO MÚLTIPLO COM CARTEIRA MÚLTIPLA
12.989.974/0001-29;2024-12-01;1;RICARDO TROES;Diretor Responsável pelo FII;CAIXA ECONÔMICA FEDERAL;OUT/19 A SET/21;GERENTE NACIONAL DE ADMINISTRAÇÃO FIDUCIÁRIA;BANCO MÚLTIPLO COM CARTEIRA MÚLTIPLA
12.989.974/0001-29;2024-12-01;1;RICARDO TROES;Diretor Responsável pelo FII;CAIXA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S/A;SET/21 A JUN/23;SUPERINTENDENTE NACIONAL DE RISCOS, COMPLIANCE E GOVERNANÇAS;GESTÃO DE TÍTULOS E VALORES MOBILIÁRIOS
13.000.836/0001-38;2024-06-01;1;Clauda Siola Cianfarani;Diretor Responsável pelo FII;CONGLOMERADO PLANNER;;2006-até atual - Diretora Estatutária - Conglomerado;Gestão de Controles Internos na aplicação de normas de Controles InternosGestão de RiscosPrevenção e mitigação dos riscos de prevenção à lavagem de dinheiro, implementação, cumprimento de regras, políticas e procedimentos internos.Gestão de Controles Internos na aplicação de normas de Controles InternosGestão de RiscosPrevenção e mitigação dos riscos de prevenção à lavagem de dinheiro, implementação, cumprimento de regras, políticas e procedimentos internos
13.000.836/0001-38;2024-06-01;1;Clauda Siola Cianfarani;Diretor Responsável pelo FII;CONGLOMERADO PLANNER;De 08/1997 até atual;1997-2006 - Gerente de Back Office e Qualidade;Manutenção do sistema de gestão da qualidade, fornecendo informações à Diretoria de Controles Internos e demais áreas, contribuindo com o objetivo global institucionalProcessamento de Clubes e FundosLiquidação Financeira (Tesouraria)Acompanhamento de auditorias externas dos órgãos certificadores - AnbimaCoordenar as atividades de acordo com o Código de Regulamentação Anbima vigentePreparar e elaborar em conjunto com os colaboradores das áreas, os procedimentos, indicadores, pesquisa de satisfação e demais ferramentas que facilitem a execução das atividades das áreas.
13.020.465/0001-56;2024-12-01;1;RICARDO TROES;Diretor Responsável pelo FII;CAIXA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S/A;SET/21 A JUN/23;SUPERINTENDENTE NACIONAL DE RISCOS, COMPLIANCE E GOVERNANÇAS;GESTÃO DE TÍTULOS E VALORES MOBILIÁRIOS
13.020.465/0001-56;2024-12-01;1;RICARDO TROES;Diretor Responsável pelo FII;CAIXA ECONÔMICA FEDERAL;JUN/23 ATÉ O MOMENTO;DIRETOR DE ADMINISTRAÇÃO FIDUCIÁRIA E SERVIÇOS QUALIFICADOS;BANCO MÚLTIPLO COM CARTEIRA MÚLTIPLA
13.020.465/0001-56;2024-12-01;1;RICARDO TROES;Diretor Responsável pelo FII;CAIXA ECONÔMICA FEDERAL;OUT/19 A SET/21;GERENTE NACIONAL DE ADMINISTRAÇÃO FIDUCIÁRIA;BANCO MÚLTIPLO COM CARTEIRA MÚLTIPLA
13.022.994/0001-99;2024-12-01;1;PAULO ANDRE PORTO BILYK;Diretor Responsável pelo FII;Rio Bravo Investimentos;Desde 2015;CIO Chief Investment Officer;Investimentos Imobiliários
13.022.994/0001-99;2024-12-01;1;PAULO ANDRE PORTO BILYK;Diretor Responsável pelo FII;Rio Bravo Investimentos;Desde 2019;CEO Chief Executive Officer;Investimentos Imobiliários
13.125.823/0001-95;2024-12-01;1;Marcelo Vieira Francisco;Diretor Responsável pelo FII;Kanastra Gestão de Recursos Ltda;07/2022 até 08/2024;Diretor de Operações;Administrador fiduciário
13.125.823/0001-95;2024-12-01;1;Marcelo Vieira Francisco;Diretor Responsável pelo FII;Apex Holding Ltda;Desde 08/2024;Diretor Executivo Adm Fiduciária e Produtos;Administrador fiduciário
13.125.823/0001-95;2024-12-01;1;Marcelo Vieira Francisco;Diretor Responsável pelo FII;Santander Securities Services DTVM;04/2019 até 05/2022;Diretor de Administração Fiduciária;Administrador fiduciário
13.320.290/0001-00;2024-12-01;1;Marcelo Vieira Francisco;Diretor Responsável pelo FII;Kanastra Gestão de Recursos Ltda;07/2022 até 08/2024;Diretor de Operações;Administrador fiduciário
13.320.290/0001-00;2024-12-01;1;Marcelo Vieira Francisco;Diretor Responsável pelo FII;Santander Securities Services DTVM;04/2019 até 05/2022;Diretor de Administração Fiduciária;Administrador fiduciário
13.320.290/0001-00;2024-12-01;1;Marcelo Vieira Francisco;Diretor Responsável pelo FII;Apex Holding Ltda;Desde 08/2024;Diretor Executivo Adm Fiduciária e Produtos;Administrador fiduciário
13.371.132/0001-71;2024-12-01;1;Marcio Aurelio de Nobrega;Diretor Responsável pelo FII;Banco Safra S.A;Março/2017 a atual no Grupo Safra;Diretor e Superintendente Executivo das áreas de Operações (Back Office);Administração e Custódia de Fundos de Investimentos, Carteiras Administradas, Asset Management, Banco de Investimentos, Corretora, INR 4373 e outros.
13.500.306/0001-59;2024-12-01;1;PAULO ANDRE PORTO BILYK;Diretor Responsável pelo FII;Rio Bravo Investimentos;Desde 2019;CEO Chief Executive Officer;Investimentos Imobiliários
13.500.306/0001-59;2024-12-01;1;PAULO ANDRE PORTO BILYK;Diretor Responsável pelo FII;Rio Bravo Investimentos;Desde 2015;CIO Chief Investment Officer;Investimentos Imobiliários
13.551.286/0001-45;2024-12-01;1;Gustavo Cotta Piersanti;Diretor Responsável pelo FII;Banco BTG Pactual S.A;De julho de 2007 até o momento.;Ingressou como analista em Fund Services no Banco UBS Pactual e se tornou sócio do Banco BTG Pactual em 2016, passando a ser head da área em 2023.;Atualmente, ocupa o cargo de MD Partner(Manager Director Partner), Head de Fund Services.
13.584.584/0001-31;2024-12-01;2;Artur Martins de Figueiredo;Diretor Responsável pelo FII;Banco Bradesco S/A;2000/2001;Gerente de Underwriting;Realização de prospecção de operações, nas quais as empresas utilizam o mercado de capitais como fonte de recursos para suportar investimentos e/ou alongamento de outros financiamentos / empréstimos.  O trabalho consistia na prospecção propriamente dita, ou seja, visitas / reuniões com os potenciais emissores, bem como o acompanhamento do processo de registro da operação junto à CVM - Comissão de Valores Mobiliário e do procedimento de venda dos títulos ao mercado (basicamente investidores institucionais).
13.584.584/0001-31;2024-12-01;2;Artur Martins de Figueiredo;Diretor Responsável pelo FII;Planner Corretora de Valores S/A;1999/2000;Gerente;Coordenação da Área de Agente Fiduciário, realizando entre outras atividades, o acompanhamento diário dos preços unitários das debêntures, controle dos "covenants" financeiros constantes da escritura de emissão, bem como avaliação das providências a serem adotadas nas emissões que encontram-se inadimplentes.
13.584.584/0001-31;2024-12-01;2;Artur Martins de Figueiredo;Diretor Responsável pelo FII;Banco Bandeirantes de Investimentos S/A;1986/1999;Analista de Investimento;Realizava acompanhamento de empresas de capital aberto, bem como o mercado financeiro de um modo geral, objetivando a elaboração de relatórios diários para definição de estratégias na administração de recursos de terceiros.
13.584.584/0001-31;2024-12-01;2;Artur Martins de Figueiredo;Diretor Responsável pelo FII;Trustee DTVM Ltda;2001/ Atual;Diretor / Conselheiro;Responsável pela administração fiduciária de Fundos de Investimento
13.598.226/0001-88;2024-12-01;1;Daniel Doll Lemos;Diretor Responsável pelo FII;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;05/2000;(i) Diretor de Administração de Fundos(ii) Diretor de Distribuição e Suitability;Atuação no mercado financeiro e de capitais e no mercado cambial intermediando a negociação de títulos e valores mobiliários entre investidores e tomadores de recursos, e oferecendo serviços como plataformas de investimento pela internet (home broker), clubes de investimentos, financiamento para compra de ações (conta margem) e administração e custódia de títulos e valores mobiliários dos clientes.
13.703.596/0001-38;2024-12-01;1;Eric Hayashida;Diretor Responsável pelo FII;VÓRTX DTVM;01/2022 a atual;Diretor de administração fiduciária, distribuição e suitability;Distribuidora de Títulos e Valores Mobiliários
13.703.596/0001-38;2024-12-01;1;Eric Hayashida;Diretor Responsável pelo FII;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A;11/2020 a 01/2022;Relationship Manager;Distribuidora de Títulos e Valores Mobiliários
13.703.596/0001-38;2024-12-01;1;Eric Hayashida;Diretor Responsável pelo FII;ITAÚ UNIBANCO S.A;07/2013 a 10/2020;Fund Operations Manager;Serviços Financeiros
13.726.079/0001-84;2024-12-01;1;Eric Hayashida;Diretor Responsável pelo FII;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A;11/2020 a 01/2022;Relationship Manager;Distribuidora de Títulos e Valores Mobiliários
13.726.079/0001-84;2024-12-01;1;Eric Hayashida;Diretor Responsável pelo FII;ITAÚ UNIBANCO S.A;07/2013 a 10/2020;Fund Operations Manager;Serviços Financeiros
13.726.079/0001-84;2024-12-01;1;Eric Hayashida;Diretor Responsável pelo FII;VÓRTX DTVM;01/2022 a atual;Diretor de administração fiduciária, distribuição e suitability;Distribuidora de Títulos e Valores Mobiliários
13.842.683/0001-76;2024-12-01;1;Claudia Siola Cianfarani;Diretor Responsável pelo FII;CONGLOMERADO PLANNER;De 08/1997 até atual;1997-2006 - Gerente de Back Ofiice e Qualidade;Manutenção do sistema de gestão da qualidade, fornecendo informações à Diretoria de Controles Internos e demais áreas, contribuindo com o objetivo global institucionalProcessamento de Clubes e FundosLiquidação Financeira (Tesouraria)Acompanhamento de auditorias externas dos órgãos certificadores - AnbimaCoordenar as atividades de acordo com o Código de Regulamentação Anbima vigentePreparar e elaborar em conjunto com os colaboradores das áreas, os procedimentos, indicadores, pesquisa de satisfação e demais ferramentas que facilitem a execução das atividades das áreas.
13.842.683/0001-76;2024-12-01;1;Claudia Siola Cianfarani;Diretor Responsável pelo FII;CONGLOMERADO PLANNER;;2006-até atual - Diretora Estatutária - Conglomerado;Gestão de Controles Internos na aplicação de normas de Controles InternosGestão de RiscosPrevenção e mitigação dos riscos de prevenção à lavagem de dinheiro, implementação, cumprimento de regras, políticas e procedimentos internosGestão de Controles Internos na aplicação de normas de Controles InternosRealiza processo contínuo de Qualidade e Controles Internos e condução de Canal de DenúnciasMonitora em sistema integrado (GR Trade) operações de clientes que possam apresentar risco de crédito/ mercado, indicando a necessidade de redução de exposição/ depósito de garantias visando a redução do risco intraday, por meio de ferramentas de stress (teste) e avaliar quanto a adequabilidade da capacidade financeira e limites operacionais Conduzir a análise das causas, elaborar e implementar planos de ações corretivas e preventivas relativas às observações realizadas por órgãos reguladores e de certificaçõesGestão dos Riscos alinhada com o planejamento estratégico da CorretoraEspecificação de parâmetros e controles para PLD, como análises que permitem a comunicação ao COAFResponsável pelo desenvolvimento da mesa fiduciária, administração de fundo de investimentos imobiliários e escrituração. Implementação de Sistema Gerencial.
13.873.457/0001-52;2024-12-01;1;Paulo Andre Porto Bilyk;Diretor Responsável pelo FII;Rio Bravo Investimentos Ltda.;desde 2015;CIO Chief Investment Officer;Investimentos Imobiliários
13.873.457/0001-52;2024-12-01;1;Paulo Andre Porto Bilyk;Diretor Responsável pelo FII;Rio Bravo Investimentos Ltda.;desde 2019;CEO Chief Executive Officer;Investimentos Imobiliários
13.974.819/0001-00;2024-12-01;1;Mary Harumi Takeda;Diretor Responsável pelo FII;OURIBANK S.A. BANCO MULTIPLO;2015-atual;Diretora;Respons. pela administração de fundos imobiliários
14.056.001/0001-62;2024-06-01;1;José Alexandre Costa de Freitas;Diretor Responsável pelo FII;Oliveira Trust;Março/1992 - Data Atual;Diretor Presidente;Distribuidora de Títulos e Valores Mobiliários
14.074.706/0001-02;2024-12-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;GRADUAL CCTVM;FEV/15 A ABR/18;AUDITORIA;controladoria e custodia de fundos
14.074.706/0001-02;2024-12-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;SEFER INVESTIMENTOS DTVM LTDA;NOV/22 A ABR/23;SUPERINTENDENTE;controladoria e custodia de fundos
14.074.706/0001-02;2024-12-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;SEFER INVESTIMENTOS DTVM LTDA;ABR/24 ATÉ O MOMENTO;DIRETORA DE ADMINISTRAÇÃO FIDUCIÁRIA;controladoria e custodia de fundos
14.074.706/0001-02;2024-12-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;SEFER INVESTIMENTOS DTVM LTDA;ABR/23 A ABR/24;DIRETORA DE CUSTÓDIA;controladoria e custodia de fundos
14.074.706/0001-02;2024-12-01;1;FERNANDA SILVA HERRERA;Diretor Responsável pelo FII;REAG INVESTIMENTOS;AGO/18 A NOV/22;GESTÃO;controladoria e custodia de fundos
14.080.689/0001-16;2024-06-01;1;JOSE ALEXANDRE COSTA DE FREITAS;Diretor Responsável pelo FII;Oliveira Trust;Março de 1992 - Data atual;Diretor Presidente;Distribuidora de Títulos e Valores Mobiliários
14.088.246/0001-71;2024-12-01;1;Claudia Siola Cianfarani;Diretor Responsável pelo FII;CONGLOMERADO PLANNER;;2006-até atual - Diretora Estatutária - Conglomerado;Gestão de Controles Internos na aplicação de normas de Controles InternosGestão de RiscosPrevenção e mitigação dos riscos de prevenção à lavagem de dinheiro, implementação, cumprimento de regras, políticas e procedimentos internosGestão de Controles Internos na aplicação de normas de Controles InternosRealiza processo contínuo de Qualidade e Controles Internos e condução de Canal de DenúnciasMonitora em sistema integrado (GR Trade) operações de clientes que possam apresentar risco de crédito/ mercado, indicando a necessidade de redução de exposição/ depósito de garantias visando a redução do risco intraday, por meio de ferramentas de stress (teste) e avaliar quanto a adequabilidade da capacidade financeira e limites operacionais Conduzir a análise das causas, elaborar e implementar planos de ações corretivas e preventivas relativas às observações realizadas por órgãos reguladores e de certificaçõesGestão dos Riscos alinhada com o planejamento estratégico da CorretoraEspecificação de parâmetros e controles para PLD, como análises que permitem a comunicação ao COAFResponsável pelo desenvolvimento da mesa fiduciária, administração de fundo de investimentos imobiliários e escrituração. Implementação de Sistema Gerencial.
14.088.246/0001-71;2024-12-01;1;Claudia Siola Cianfarani;Diretor Responsável pelo FII;CONGLOMERADO PLANNER;De 08/1997 até atual;1997-2006 - Gerente de Back Ofiice e Qualidade;Manutenção do sistema de gestão da qualidade, fornecendo informações à Diretoria de Controles Internos e demais áreas, contribuindo com o objetivo global institucionalProcessamento de Clubes e FundosLiquidação Financeira (Tesouraria)Acompanhamento de auditorias externas dos órgãos certificadores - AnbimaCoordenar as atividades de acordo com o Código de Regulamentação Anbima vigentePreparar e elaborar em conjunto com os colaboradores das áreas, os procedimentos, indicadores, pesquisa de satisfação e demais ferramentas que facilitem a execução das atividades das áreas.
