CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Empresarial;Tipo_Endereco;Logradouro;Complemento;Bairro;Cidade;Sigla_UF;Pais;CEP;Caixa_Postal;DDI_Telefone;DDD_Telefone;Telefone;DDI_Fax;DDD_Fax;Fax;Email
02.193.750/0001-52;2025-01-01;2;148430;DEXXOS PARTICIPAÇÕES S.A.;Endereço para Correspondência;Rua do Passeio, 62;Sala 701;Centro;Rio de Janeiro;RJ;Brasil;20021290;;;21;22124757;;;;dri@dexxos.com.br
02.201.787/0001-85;2025-01-01;1;148684;CEL PARTICIPAÇÕES S.A. - CELPAR;Endereço da Sede;RUA MARIA ANGELICA;310 PARTE;JARDIM BOTANICO;Rio de Janeiro;RJ;Brasil;22461152;;;21;25363500;;;;CONTABILIDADE@GRUPOCEL.COM.BR
02.201.787/0001-85;2025-01-01;1;148684;CEL PARTICIPAÇÕES S.A. - CELPAR;Endereço para Correspondência;RUA MARIA ANGELICA;310 PARTE;JARDIM BOTANICO;Rio de Janeiro;RJ;Brasil;22461152;;;21;25363500;;;;CONTABILIDADE@GRUPOCEL.COM.BR
02.217.319/0001-07;2025-01-01;4;150828;YBYRÁ CAPITAL S.A.;Endereço da Sede;Rua Maria Carolina 692;CONJ NR 1346;Jardim Paulistano;São Paulo;SP;Brasil;01445000;;;21;998653360;;;;ri@ybyracapital.com.br
02.217.319/0001-07;2025-01-01;4;150828;YBYRÁ CAPITAL S.A.;Endereço para Correspondência;Rua Maria Carolina 692;CONJ NR 1346;Jardim Paulistano;São Paulo;SP;Brasil;01445000;;;21;998653360;;;;ri@ybyracapital.com.br
02.255.187/0001-08;2025-01-01;2;148708;Unifique Telecomunicações S.A.;Endereço da Sede;Rua Duque de Caxias, nº 831;;Centro;Timbó;SC;Brasil;89090003;;;47;33802162;;;;ri@redeunifique.com.br
02.255.187/0001-08;2025-01-01;2;148708;Unifique Telecomunicações S.A.;Endereço para Correspondência;Rua Duque de Caxias, nº 831;;Centro;Timbó;SC;Brasil;89090003;;;47;33802162;;;;ri@redeunifique.com.br
02.258.422/0001-97;2025-01-01;1;148316;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Endereço da Sede;Alameda Dr. Carlos de Carvalho nº 373;Cjto. 1101 11º andar;Centro;Curitiba;PR;Brasil;80410180;;;41;30251316;;;;ri@inepar.com.br
02.258.422/0001-97;2025-01-01;1;148316;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Endereço para Correspondência;Alameda Dr. Carlos de Carvalho nº 373;Cjto. 1101 11º andar;Centro;Curitiba;PR;Brasil;80410180;;;41;30251316;;;;ri@inepar.com.br
02.281.836/0001-37;2025-01-01;1;148705;TRANSNORDESTINA LOGISTICA SA;Endereço da Sede;AV FRANCISCO SA, 4829;-;ALVARO WEYNE;Fortaleza;CE;Brasil;60335195;;;85;40082500;;;;dricvmtlsa@tlsa.com.br
02.281.836/0001-37;2025-01-01;1;148705;TRANSNORDESTINA LOGISTICA SA;Endereço para Correspondência;AV FRANCISCO SA, 4829;-;ALVARO WEYNE;Fortaleza;CE;Brasil;60335195;;;85;40082500;;;;dricvmtlsa@tlsa.com.br
02.286.479/0001-08;2025-01-01;1;148347;Localiza Fleet S.A.;Endereço da Sede;Avenida Bernardo de Vasconcelos, 377;;Cachoeirinha;Belo Horizonte;MG;Brasil;31150000;;;31;32477024;;;;mercado.capitais@localiza.com
02.286.479/0001-08;2025-01-01;1;148347;Localiza Fleet S.A.;Endereço para Correspondência;Avenida Bernardo de Vasconcelos, 377;;Cachoeirinha;Belo Horizonte;MG;Brasil;31150000;;;31;32477024;;;;mercado.capitais@localiza.com
02.291.077/0001-93;2025-01-01;2;147040;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Endereço da Sede;Rua Jardim Botânico, 674;sala 316;Jardim Botânico;Rio de Janeiro;RJ;Brasil;22461000;;;21;988683168;;;;dri_proman@promanmt.com.br
02.291.077/0001-93;2025-01-01;2;147040;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Endereço para Correspondência;Rua Jardim Botânico, 674;sala 316;Jardim Botânico;Rio de Janeiro;RJ;Brasil;22461000;;;21;988683168;;;;dri_proman@promanmt.com.br
02.302.100/0001-06;2025-01-01;2;149435;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;Endereço da Sede;Rua Werner Von Siemens, 111;Prédio 22, bloco A.;Lapa de Baixo;São Paulo;SP;Brasil;05069900;;;11;21855000;;;;reportefinanceiro@edpbr.com.br
02.302.100/0001-06;2025-01-01;2;149435;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;Endereço para Correspondência;Rua Werner Von Siemens, 111;Prédio 22, bloco A.;Lapa de Baixo;São Paulo;SP;Brasil;05069900;;;11;21855000;;;;reportefinanceiro@edpbr.com.br
02.302.101/0001-42;2025-01-01;5;149998;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Endereço da Sede;Avenida Jornalista Roberto Marinho, 85;16º andar;Cidade Monções;São Paulo;SP;Brasil;04576010;;;11;27636502;;;;dir_financeira@emae.com.br
02.302.101/0001-42;2025-01-01;5;149998;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Endereço para Correspondência;Avenida Jornalista Roberto Marinho, 85;16º andar;Cidade Monções;São Paulo;SP;Brasil;04576010;;;11;27636502;;;;dir_financeira@emae.com.br
02.328.280/0001-97;2025-01-01;1;147389;ELEKTRO REDES S.A.;Endereço da Sede;Rua Ary Antenor de Souza;nº 321;Jd. Nova América;Campinas;SP;Brasil;13053024;;;19;21221487;;;;ri@neonergia.com
02.328.280/0001-97;2025-01-01;1;147389;ELEKTRO REDES S.A.;Endereço para Correspondência;Praia do Flamengo, 78;10º andar;Flamengo;Rio de Janeiro;RJ;Brasil;22210030;;;21;32359828;;;;ri@neoenergia.com
02.338.534/0001-58;2025-01-01;5;149595;LONGDIS S.A.;Endereço da Sede;Avenida Vereador José Diniz, 3465;13º, sala Longdis;Campo Belo;São Paulo;SP;Brasil;04603900;;;11;50908570;;;;ri@longdis.com.br
02.338.534/0001-58;2025-01-01;5;149595;LONGDIS S.A.;Endereço para Correspondência;Avenida Vereador José Diniz, 3465;13º, sala Longdis;Campo Belo;São Paulo;SP;Brasil;04603900;;;11;50908570;;;;ri@longdis.com.br
02.351.144/0001-18;2025-01-01;1;148769;TEGMA GESTAO LOGISTICA S.A.;Endereço da Sede;Av. Nicola Demarchi, 2000;1º andar;Demarchi;São Bernardo do Campo;SP;Brasil;09820655;;;11;43462500;;;;ri@tegma.com.br
02.351.144/0001-18;2025-01-01;1;148769;TEGMA GESTAO LOGISTICA S.A.;Endereço para Correspondência;Av. Nicola Demarchi, 2000;1º andar;Demarchi;São Bernardo do Campo;SP;Brasil;09820655;;;11;43462500;;;;ri@tegma.com.br
02.351.877/0001-52;2025-01-01;1;147625;LWSA S/A;Endereço da Sede;Rua Itapaiúna, 2.434;;Vila Andrade;São Paulo;SP;Brasil;05707001;;;11;35440444;;;;ri@lwsa.tech
02.351.877/0001-52;2025-01-01;1;147625;LWSA S/A;Endereço para Correspondência;Rua Itapaiúna, 2.434;;Vila Andrade;São Paulo;SP;Brasil;05707001;;;11;35440444;;;;ri@lwsa.tech
02.357.251/0001-53;2025-01-01;1;150019;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Endereço da Sede;Rua Giuseppe Mattea;350 A;Fragata;Pelotas;RS;Brasil;96050080;;;11;55643232;;;;marcos.reis@lifemed.com.br
02.357.251/0001-53;2025-01-01;1;150019;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Endereço para Correspondência;Rua Giuseppe Mattea;350 A;Fragata;Pelotas;RS;Brasil;96050080;;;11;55643232;;;;marcos.reis@lifemed.com.br
02.365.069/0001-44;2025-01-01;2;149981;PADTEC HOLDING S.A.;Endereço da Sede;Rua Dr. Ricardo Benetton Martins nº 1.000;Parque II;Polo Alta Tecnologia;Campinas;SP;Brasil;13086510;;;19;21049703;;;;ri@padtec.com.br
02.365.069/0001-44;2025-01-01;2;149981;PADTEC HOLDING S.A.;Endereço para Correspondência;Rua Dr. Ricardo Benetton Martins nº 1.000;Parque II;Polo Alta Tecnologia;Campinas;SP;Brasil;13086510;;;19;21049703;;;;ri@padtec.com.br
02.382.073/0001-10;2025-01-01;1;144606;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;Endereço da Sede;Rodovia Amaral Peixoto, s/n, km 107, qd 20, Lote 09;s/n;Balneário São Pedro;São Pedro da Aldeia;RJ;Brasil;28948834;;;22;26215000;;;;dri@aegea.com.br
02.382.073/0001-10;2025-01-01;1;144606;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;Endereço para Correspondência;Av Brigadeiro Faria Lima, nº 1.663 - Ed. Plaza São Lourenço;1º andar, sl 1;Jardim Paulistano;São Paulo;SP;Brasil;01452001;;;11;38188150;;;;dri@aegea.com.br
02.387.241/0001-60;2025-01-01;3;150936;RUMO S.A.;Endereço da Sede;Rua Emílio Bertolini;100;Cajuru;Curitiba;PR;Brasil;82920030;;;41;21417555;;;;ir@rumolog.com
02.387.241/0001-60;2025-01-01;3;150936;RUMO S.A.;Endereço para Correspondência;Rua Emílio Bertolini;100;Cajuru;Curitiba;PR;Brasil;82920030;;;41;21417555;;;;ir@rumolog.com
02.397.080/0001-96;2025-01-01;1;147385;ITAPEBI GERACAO DE ENERGIA S.A.;Endereço da Sede;Praia do Flamengo, 78;4º e 10º andares;Flamengo;Rio de Janeiro;RJ;Brasil;22210030;;;21;32359828;;;;ri@neoenergia.com
02.397.080/0001-96;2025-01-01;1;147385;ITAPEBI GERACAO DE ENERGIA S.A.;Endereço para Correspondência;Praia do Flamengo, 78;4º e 10º andares;Flamengo;Rio de Janeiro;RJ;Brasil;22210030;;;21;32359828;;;;ri@neoenergia.com
02.421.421/0001-11;2025-01-01;2;150554;TIM S.A.;Endereço da Sede;Avenida João Cabral de Mello Neto, nº 850;Blc 01,  501/ 1208;Barra da Tijuca;Rio de Janeiro;RJ;Brasil;22775057;;;21;41094167;;;;ri@timbrasil.com.br
02.421.421/0001-11;2025-01-01;2;150554;TIM S.A.;Endereço para Correspondência;Avenida João Cabral de Melo Neto, nº 850, Torre Sul;13º andar;Barra da Tijuca;Rio de Janeiro;RJ;Brasil;22775057;;;21;41094167;;;;ri@timbrasil.com.br
02.429.144/0001-93;2025-01-01;2;150841;CPFL ENERGIA S.A.;Endereço da Sede;Rua Jorge de Figueiredo Corrêa;1632, parte;Jd Prof. Tarcília;Campinas;SP;Brasil;13087397;;;19;37568458;;;;ri@cpfl.com.br
02.429.144/0001-93;2025-01-01;2;150841;CPFL ENERGIA S.A.;Endereço para Correspondência;Rua Jorge de Figueiredo Corrêa;1632, parte;Jd Prof. Tarcília;Campinas;SP;Brasil;13087397;;;19;37568458;;;;ri@cpfl.com.br
02.451.848/0001-62;2025-01-01;1;145846;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;Endereço da Sede;Avenida Professora Maria do Carmo Guimarães Pellegrini, 200;Bloco E;Retiro;Jundiaí;SP;Brasil;13209500;;;11;45894000;;;;cvm.autoban@grupoccr.com.br
02.451.848/0001-62;2025-01-01;1;145846;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;Endereço para Correspondência;Avenida Professora Maria do Carmo Guimarães Pellegrini, 200;Bloco E;Retiro;Jundiaí;SP;Brasil;13209500;;;11;45894000;;;;cvm.autoban@grupoccr.com.br
02.474.103/0001-19;2025-01-01;2;149679;ENGIE BRASIL ENERGIA S.A.;Endereço da Sede;Rua Paschoal Apóstolo Pítsica, 5064;;Agronômica;Florianópolis;SC;Brasil;88025255;;;48;32217246;;;;ri.brenergia@engie.com
02.474.103/0001-19;2025-01-01;2;149679;ENGIE BRASIL ENERGIA S.A.;Endereço para Correspondência;Rua Paschoal Apóstolo Pítsica, 5064;;Agronômica;Florianópolis;SC;Brasil;88025255;;;48;32217246;;;;ri.brenergia@engie.com
02.502.844/0001-66;2025-01-01;3;148874;RUMO MALHA PAULISTA S.A.;Endereço da Sede;Av. Brigadeiro Faria Lima, 4.100,;3º Andar, sala 03;Itaim Bibi;São Paulo;SP;Brasil;04538132;;;41;21417555;;;;ir@rumolog.com
02.502.844/0001-66;2025-01-01;3;148874;RUMO MALHA PAULISTA S.A.;Endereço para Correspondência;Av. Brigadeiro Faria Lima, 4.100,;3º Andar, sala 03;Itaim Bibi;São Paulo;SP;Brasil;04538132;;;41;21417555;;;;ir@rumolog.com
02.509.491/0001-26;2025-01-01;1;147236;CONC ECOVIAS IMIGRANTES S.A.;Endereço da Sede;Rodovia dos Imigrantes, s/nº km 28,5;N/A;Jardim Represa;São Bernardo do Campo;SP;Brasil;09845000;;;11;43588100;;;;invest@ecorodovias.com.br
02.509.491/0001-26;2025-01-01;1;147236;CONC ECOVIAS IMIGRANTES S.A.;Endereço para Correspondência;Rodovia dos Imigrantes, s/nº km 28,5;N/A;Jardim Represa;São Bernardo do Campo;SP;Brasil;09845000;;;11;43588100;;;;invest@ecorodovias.com.br
02.536.066/0001-26;2025-01-01;1;148492;Vital Engenharia Ambiental S.A.;Endereço da Sede;Rua Santa Luzia, n° 651;5º andar (parte);Centro;Rio de Janeiro;RJ;Brasil;20030041;;;21;21317204;;;;ri@vitalambiental.com.br
02.536.066/0001-26;2025-01-01;1;148492;Vital Engenharia Ambiental S.A.;Endereço para Correspondência;Rua Santa Luzia, n° 651;5º andar (parte);Centro;Rio de Janeiro;RJ;Brasil;20030041;;;21;21317204;;;;ri@vitalambiental.com.br
02.558.157/0001-62;2025-01-01;1;144156;TELEFÔNICA BRASIL S.A;Endereço da Sede;Av Engenheiro Luis Carlos Berrini, 1376;32º andar;Cidade Monções;São Paulo;SP;Brasil;04571936;;;11;34303687;;;;ir.br@telefonica.com
02.558.157/0001-62;2025-01-01;1;144156;TELEFÔNICA BRASIL S.A;Endereço para Correspondência;Av Engenheiro Luis Carlos Berrini, 1376;32º andar;Cidade Monções;São Paulo;SP;Brasil;04571936;;;11;34303687;;;;ir.br@telefonica.com
02.560.878/0001-07;2025-01-01;1;146461;HOSPITAL ANCHIETA S.A.;Endereço da Sede;Área Especial, 8/9/10;Setor C Norte;Taguatinga;Brasília;DF;Brasil;72115700;;;27;33464232;;;;ri@korasaude.com.br
02.560.878/0001-07;2025-01-01;1;146461;HOSPITAL ANCHIETA S.A.;Endereço para Correspondência;Área Especial, 8/9/10;Setor C Norte;Taguatinga;Brasília;DF;Brasil;72115700;;;27;33464232;;;;ri@korasaude.com.br
02.591.787/0001-39;2025-01-01;2;146085;CAPITALPART PARTICIPACOES S.A.;Endereço da Sede;Avenida Brigadeiro Faria Lima;2277, 21 andar, 2101;Jardim Paulistano;São Paulo;SP;Brasil;01452000;;;11;32374588;;;;celso.alexandre@cvcpart.com
02.591.787/0001-39;2025-01-01;2;146085;CAPITALPART PARTICIPACOES S.A.;Endereço para Correspondência;Avenida Brigadeiro Faria Lima;2277, 21 andar, 2101;Jardim Paulistano;São Paulo;SP;Brasil;01452000;;;11;32374588;;;;celso.alexandre@cvcpart.com
02.600.854/0001-34;2025-01-01;2;150555;Tim Brasil Serviços e Participações S.A.;Endereço da Sede;Rua Fonseca Teles, nº 18/30, Bloco D, Térreo.;;São Cristóvão;Rio de Janeiro;RJ;Brasil;20940200;;;21;41094167;;;;ri@timbrasilpart.com.br
02.600.854/0001-34;2025-01-01;2;150555;Tim Brasil Serviços e Participações S.A.;Endereço para Correspondência;Avenida João Cabral de Melo Neto, nº 850, Torre Sul, 12º.;;Barra da Tijuca;Rio de Janeiro;RJ;Brasil;22775057;;;21;41094167;;;;ri@timbrasil.com.br
02.635.522/0001-95;2025-01-01;2;149850;Jalles Machado S.A.;Endereço da Sede;Rodovia GO 080, km 185;Fazenda S. Pedro s/n;Zona Rural;Goianésia;GO;Brasil;76388899;;;62;33899000;;;;ri@jalles.com
02.635.522/0001-95;2025-01-01;2;149850;Jalles Machado S.A.;Endereço para Correspondência;Rodovia GO 080, km 185;Fazenda S. Pedro s/n;Zona Rural;Goianésia;GO;Brasil;76388899;;;62;33899000;;;;ri@jalles.com
02.664.042/0001-52;2025-01-01;2;149039;TERMINAL GARAGEM MENEZES CORTES S.A.;Endereço da Sede;rua Sao Jose nr 35;16 andar;Centro;Rio de Janeiro;RJ;Brasil;20010020;;;21;25446667;;;;marcelo.siqueira@menezescortes.rio.br
02.664.042/0001-52;2025-01-01;2;149039;TERMINAL GARAGEM MENEZES CORTES S.A.;Endereço para Correspondência;rua Sao Jose nr 35;16 andar;Centro;Rio de Janeiro;RJ;Brasil;20010020;;;21;25446667;;;;marcelo.siqueira@menezescortes.rio.br
02.724.983/0001-34;2025-01-01;2;149071;SANESALTO SANEAMENTO S.A.;Endereço da Sede;Rua 9 de Julho, 849;;Centro;Salto;SP;Brasil;13320005;;;11;40293700;;;;juridico@conasa.com
02.724.983/0001-34;2025-01-01;2;149071;SANESALTO SANEAMENTO S.A.;Endereço para Correspondência;Rua Gomes de Carvalho, nº1356;Conjunto nº151;Vila Olimpia;São Paulo;SP;Brasil;04547005;;;11;30253636;;;;juridico@conasa.com
02.762.115/0001-49;2025-01-01;1;146220;MASSA FALIDA DA MMX MINERACAO E METALICOS S.A.;Endereço da Sede;Rua Lauro Müller, nº 116;24º andar, sala 2403;Botafogo;Rio de Janeiro;RJ;Brasil;22290906;;;21;32375292;;;;ri@mmx.com.br
02.762.115/0001-49;2025-01-01;1;146220;MASSA FALIDA DA MMX MINERACAO E METALICOS S.A.;Endereço para Correspondência;Avenida Rio Branco, 116;15º andar;Centro;Rio de Janeiro;RJ;Brasil;22290906;;;21;20423177;;;;admjudmmx@psvar.com.br
02.762.121/0001-04;2025-01-01;1;148477;SANTOS BRASIL PARTICIPACOES S.A.;Endereço da Sede;Rua Joaquim Floriano, 413 - 10º andar;cj 101 e 102;Itaim Bibi;São Paulo;SP;Brasil;04534011;;;11;32793279;;;;dri@santosbrasil.com.br
02.762.121/0001-04;2025-01-01;1;148477;SANTOS BRASIL PARTICIPACOES S.A.;Endereço para Correspondência;Rua Joaquim Floriano, 413 - 10º andar;cj 101 e 102;Itaim Bibi;São Paulo;SP;Brasil;04534011;;;11;32793279;;;;dri@santosbrasil.com.br
02.762.124/0001-30;2025-01-01;4;149959;BETAPART PARTICIPACOES S.A.;Endereço da Sede;Av. Presidente Antônio Carlos, nº 51;10º andar (parte);Centro;Rio de Janeiro;RJ;Brasil;20020010;;;21;38043700;;;;gar@opportunity.com.br
02.762.124/0001-30;2025-01-01;4;149959;BETAPART PARTICIPACOES S.A.;Endereço para Correspondência;Av. Presidente Antônio Carlos, nº 51;10º andar (parte);Centro;Rio de Janeiro;RJ;Brasil;20020010;;;21;38043700;;;;gar@opportunity.com.br
02.796.775/0001-40;2025-01-01;4;149961;GAMA PARTICIPACOES S.A.;Endereço da Sede;AV. PRESIDENTE ANTONIO CARLOS Nº 51;10º ANDAR(PTE);CENTRO;Rio de Janeiro;RJ;Brasil;20020010;;;21;38043700;;;;gar@opportunity.com.br
02.796.775/0001-40;2025-01-01;4;149961;GAMA PARTICIPACOES S.A.;Endereço para Correspondência;AV. PRESIDENTE ANTONIO CARLOS Nº 51;10º ANDAR(PTE);CENTRO;Rio de Janeiro;RJ;Brasil;20020010;;;21;38043700;;;;gar@opportunity.com.br
02.800.026/0001-40;2025-01-01;1;144296;COGNA EDUCAÇÃO S.A.;Endereço da Sede;Rua dos Guajajaras, nº 591;4º andar, sala 1;Lourdes;Belo Horizonte;MG;Brasil;30180101;;;11;31337309;;;;dri@cogna.com.br
02.800.026/0001-40;2025-01-01;1;144296;COGNA EDUCAÇÃO S.A.;Endereço para Correspondência;Av Paulista 901;2º andar;Bela Vista;São Paulo;SP;Brasil;01310100;;;11;31337309;;;;dri@cogna.com.br
02.846.056/0001-97;2025-01-01;3;148918;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;Endereço da Sede;Av. Dra. Ruth Cardoso, 8.501;5º andar;Pinheiros;São Paulo;SP;Brasil;05425070;;;11;30485900;;;;invest@motiva.com.br
02.846.056/0001-97;2025-01-01;3;148918;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;Endereço para Correspondência;Av. Dra. Ruth Cardoso, 8.501;5º andar;Pinheiros;São Paulo;SP;Brasil;05425070;;;11;30485900;;;;invest@motiva.com.br
02.860.694/0001-62;2025-01-01;1;150152;T4F ENTRETENIMENTO S.A.;Endereço da Sede;Rua Cristiano Viana, nº 401;15º andar;Pinheiros;São Paulo;SP;Brasil;05411000;;;11;35761370;;;;ri@t4f.com.br
02.860.694/0001-62;2025-01-01;1;150152;T4F ENTRETENIMENTO S.A.;Endereço para Correspondência;Rua Cristiano Viana, nº 401;15º andar;Pinheiros;São Paulo;SP;Brasil;05411000;;;11;35761370;;;;ri@t4f.com.br
02.916.265/0001-60;2025-01-01;1;149199;JBS S.A.;Endereço da Sede;Av. Marginal Direita do Tietê, 500;Bloco 3 - 3o andar;Vila Jaguara;São Paulo;SP;Brasil;05118100;;;11;31444146;;;;ri@jbs.com.br
02.916.265/0001-60;2025-01-01;1;149199;JBS S.A.;Endereço para Correspondência;Av. Marginal Direita do Tietê, 500;Bloco 1, 3º Andar;Vila Jaguara;São Paulo;SP;Brasil;05118100;;;11;31444146;;;;ri@jbs.com.br
02.919.555/0001-67;2025-01-01;2;149381;ARTERIS S.A.;Endereço da Sede;Avenida Presidente Juscelino Kubtischeck 510;12 andar;Itaim Bibi;São Paulo;SP;Brasil;04543906;;;11;30742400;;;;ri@arteris.com.br
02.919.555/0001-67;2025-01-01;2;149381;ARTERIS S.A.;Endereço para Correspondência;Avenida Presidente Juscelino Kubtischeck 510;12 andar;Itaim Bibi;São Paulo;SP;Brasil;04543906;;;11;30742400;;;;ri@arteris.com.br
02.932.074/0001-91;2025-01-01;1;146194;HYPERA S.A.;Endereço da Sede;Rua Nova Cidade, 404;Não tem;Vila Olimpia;São Paulo;SP;Brasil;04547070;;;11;36274206;;;;ri@hypera.com.br
02.932.074/0001-91;2025-01-01;1;146194;HYPERA S.A.;Endereço para Correspondência;Avenida Magalhães de Castro, 4800, Continental Tower;24º andar - cj 241;Jardim Panorama;São Paulo;SP;Brasil;05676120;;;11;36274206;;;;ri@hypera.com.br
02.950.811/0001-89;2025-01-01;1;144604;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Endereço da Sede;Av. Dr. Cardoso de Melo;1855, 6º andar;Vila Olímpia;São Paulo;SP;Brasil;04548005;;;11;21104400;;;;ri@pdg.com.br
02.950.811/0001-89;2025-01-01;1;144604;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Endereço para Correspondência;Av. Dr. Cardoso de Melo;1855, 6º andar;Vila Olímpia;São Paulo;SP;Brasil;04548005;;;11;21104400;;;;ri@pdg.com.br
02.992.449/0001-09;2025-01-01;4;149964;PROMPT PARTICIPACOES S.A.;Endereço da Sede;AV. PRESIDENTE ANTONIO CARLOS Nº 51;10º ANDAR(PTE);CENTRO;Rio de Janeiro;RJ;Brasil;20020010;;;21;38043700;;;;gar@opportunity.com.br
02.992.449/0001-09;2025-01-01;4;149964;PROMPT PARTICIPACOES S.A.;Endereço para Correspondência;AV. PRESIDENTE ANTONIO CARLOS Nº 51;10º ANDAR(PTE);CENTRO;Rio de Janeiro;RJ;Brasil;20020010;;;21;38043700;;;;gar@opportunity.com.br
02.998.301/0001-81;2025-01-01;1;149104;RIO PARANAPANEMA ENERGIA S.A.;Endereço da Sede;Rua Funchal, 418;2º andar;Vila Olimpia;São Paulo;SP;Brasil;04551060;;;11;56323200;;;;BR_DiretorRI@ctgbr.com.br
02.998.301/0001-81;2025-01-01;1;149104;RIO PARANAPANEMA ENERGIA S.A.;Endereço para Correspondência;Rua Funchal, 418;2º andar;Vila Olimpia;São Paulo;SP;Brasil;04551060;;;11;56323200;;;;BR_DiretorRI@ctgbr.com.br
02.998.611/0001-04;2025-01-01;1;149909;ISA ENERGIA BRASIL;Endereço da Sede;Av. das Nações Unidas 14171 - Torre Crystal;6º andar;Vila Gertrudes;São Paulo;SP;Brasil;04794000;;;11;31387000;;;;ri@brasil.isaenergia.com
02.998.611/0001-04;2025-01-01;1;149909;ISA ENERGIA BRASIL;Endereço para Correspondência;Av. das Nações Unidas 14171 - Torre Crystal;6º andar;Vila Gertrudes;São Paulo;SP;Brasil;04794000;;;11;31387000;;;;ri@brasil.isaenergia.com
03.014.553/0001-91;2025-01-01;2;146839;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Endereço da Sede;Rua Olimpíadas, 205;14º andar;Vila Olímpia;São Paulo;SP;Brasil;04551000;;;11;21693999;;;;ri@triunfo.com
03.014.553/0001-91;2025-01-01;2;146839;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Endereço para Correspondência;Rua Olimpíadas, 205;14º andar;Vila Olímpia;São Paulo;SP;Brasil;04551000;;;11;21693999;;;;ri@triunfo.com
03.025.305/0001-46;2025-01-01;1;149231;RODOVIAS DAS COLINAS S.A.;Endereço da Sede;Rodovia Marechal Rondon, km 112, Marginal Oeste, sem número;;Jardim Oliveira;São Paulo;SP;Brasil;13312000;;;11;30775300;;;;financas@viaappia.com.br
03.025.305/0001-46;2025-01-01;1;149231;RODOVIAS DAS COLINAS S.A.;Endereço para Correspondência;Av. Brigadeiro Faria Lima, 3311;11º Andar;Itaim Bibi;São Paulo;SP;Brasil;04538133;;;11;30775300;;;;financas@viaappia.com.br
03.207.703/0001-83;2025-01-01;1;146369;CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A;Endereço da Sede;Via Anhanguera;km 168;Jd. Sobradinho;Araras;SP;Brasil;13602004;;;19;35436000;;;;dri@intervias.com.br
03.207.703/0001-83;2025-01-01;1;146369;CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A;Endereço para Correspondência;Via Anhanguera;km 168;Jd. Sobradinho;Araras;SP;Brasil;13602004;;;19;35436000;;;;dri@intervias.com.br
03.220.438/0001-73;2025-01-01;3;147325;EQUATORIAL S.A.;Endereço da Sede;Alameda A, Quadra SQS, nº 100, Loteamento Quitandinha;Anexo A, sala 31;Altos do Calhau;São Luís;MA;Brasil;65070900;;;98;32179000;;;;ri@equatorialenergia.com.br
03.220.438/0001-73;2025-01-01;3;147325;EQUATORIAL S.A.;Endereço para Correspondência;SCS Q. 9, Torre A, Edifício Parque Cidade Corporate;12º andar;Asa Sul;Brasília;DF;Brasil;70297400;;;61;34261010;;;;ri@equatorialenergia.com.br
03.279.285/0001-30;2025-01-01;1;149140;Orizon Meio Ambiente S.A.;Endereço da Sede;Avenida das Nações Unidas, 12.901, Torre Oeste;8º andar, Sala A;Brooklin Paulista;São Paulo;SP;Brasil;04578910;;;11;51035300;;;;ri@orizonvr.com.br
